Island,AB_Island_ID,Weigelt.ID,Archipelago,Species_Name,Common_Name,Sibley2_0ID,AB_Species_ID,introduced,modern_observed,historically_observed,fossil_observed,Source,Fossil_Evidence,Notes,,,,,,,,,,,
Bougainville,126,84281,Solomons,Accipiter fasciatus polycryptus,Brown Goshawk,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Accipiter hiogaster bougainvillei,Variable Goshawk,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Accipiter imitator,Imitator Sparrowhawk,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aceros plicatus harterti,Blythæž¯s  Hornbill,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Acridotheres tristis,Common Myna,,,1,1,NA,NA,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Acrocephalus stentoreus sumbae,Clamorous Reed-warbler,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Actenoides b. bougainvillei,Moustached Kingfisher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aerodramus o. orientalis,Mayræž¯s  Swiftlet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aerodramus spodiopygius reichenowi,White-rumped Swiftlet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aerodramus vanikorensis lugubris,Uniform Swiftlet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Alcedo (Ceyx) lepidus meeki,Variable Dwarf Kingfisher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Alcedo atthis salomonensis,Common Kingfisher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Alcedo pusilla bougainvillei,Little Kingfisher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Amaurornis moluccanus nigrifrons,Rufous-tailed Bush-hen,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Anas superciliosa pelewensis,Pacific Black Duck,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Anous m. minutus,Black (White-capped) Noddy,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Anous stolidus pileatus,Brown (Common) Noddy,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aplornis brunneocapilla,White-eyed Starling,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aplornis cantoroides,Singing Starling,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aplornis g. grandis,Brown-winged Starling,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aplornis metallica nitida,Metallic Starling,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Aviceda subcristata proxima,Pacific Baza (Crested Hawk),,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Butorides striatus solomonensis,Striated Heron,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Cacatua ducorpsi,Ducorpæž¯s Cockatoo,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Cacomantis variolosus addendus,Brush Cuckoo,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Caloenas n. nicobarica,Nicobar Pigeon,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Cettia haddeni,Odedi (Kopipi) Bush-Warbler,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Chalcophaps stephani mortoni,Stephanæž¯s Dove,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Chalcopsitta cardinalis,"Cardinal Lory,",,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Charmosyna margarethae,Duchess Lorikeet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Charmosyna meeki,Meek's Lorikeet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Charmosyna placentis pallidior,Red-flanked Lorikeet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Collocalia esculenta tametamele,Glossy Swiftlet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Columba pallidiceps,Yellow-legged Pigeon,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Columba vitiensishalmaheira,White-throated Pigeon,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Coracina h. holopolia,Solomon Cuckoo-shrike,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Coracina lineata nigrifrons,Barred Cuckoo-shrike,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Coracina papuensis perpallida,White-bellied Cuckoo-shrike,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Coracina remota,Grey-capped Cicadabird,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Coracina welchmani,North Melanesian Cuckoo-shrike,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Corvus meeki,Bougainville Crow,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Dicaeum aeneum aeneum,Midget Flowerpecker,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ducula p. pistrinaria,Island Imperial Pigeon,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ducula rubricera  rufigula,Red-knobbed Imperial Pigeon,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Egretta sacra,Eastern Reef Egret,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Erythrura trichroa woodfordi,Blue-faced Parrot-finch,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Esacus magnirostris,Beach Stone-curlew,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Eudynamys orientalis alberti,Eastern Koel,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Eurostopodus mystacalis nigripennis,White-throated Nightjar,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Eurystomus orientalis solomonensis,Dollar Bird,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Fregata a. ariel,Lesser Frigatebird,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Gallicolumba beccarii intermedia,Bronze Ground-Dove,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Geoffroyus h. heteroclitus,Song (Singing) Parrot,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Gygis alba candida,White Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Gymnophaps solomonensis,Pale Mountain Pigeon,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Halcyon  chloris alberti,Collared Kingfisher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Haliaeetus sanfordi,Solomons (Sanfordæž¯s) Eagle,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Haliastur indus flavirostris,Brahminy Kite,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Hemiprocne mystacea woodfordiana,Moustached Tree Swift,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Hirundo tahitica subfusca,Pacific Swallow,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ixobrychus flavicollis woodfordi,Black Bittern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ixobrychus sinensis,Yellow Bittern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Lonchura melaena,Bismarck Munia,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Lorius roratus solomonensis,Eclectus Parrot,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Macropygia mackinlayi arossi,Mackinlay's Cuckoo-Dove,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Megalurulus llaneae,Bougainville Thicketbird,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Megapodius eremita,Melanesian Scrub Fowl,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Micropsitta bruijnii brevis,Red-breasted Pigmy Parrot,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Micropsitta finschii nanina,Finschæž¯s Pigmy Parrot,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Mino kreffti,Melanesian Myna,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Monarcha b. barbatus,Black & White Monarch,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Monarcha castaneiventris,Chestnut-bellied Monarch,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Monarcha cinerascens impediens,Island Monarch,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Monarcha erythrostictus,Bougainville Monarch,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Myiagra ferrocyanea cinerea,Steel-blue Flycatcher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Myzomela lafargii,Scarlet-naped Myzomela,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Nectarinia jugularis flavigaster,Yellow-bellied Sunbird,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Nesasio solomonensis,Fearful Owl,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Nesoclopeus woodfordi tertius,Woodford's Rail,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ninox jacquinoti eichhorni,Solomons Boobook Owl,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Nycticorax caledonicus mandibularis,Rufous Night Heron,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Onychoprion a. anaethetus/novaehollandiae,Bridled Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Onychoprion fuscata serrata,Sooty Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Onychoprion lunata,Grey-backed Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Pachycephala implicata richardsi,Hooded (Bougainville) Whistler,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Pachycephala melanura dahli,Mangrove Golden Whistler,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Pachycephala orioloides,Oriole (Yellow-throated) Whistler,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Pandion cristatus melvillensis,Eastern Osprey,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Petroica multicolor septentrionalis,Pacific (Scarlet) Robin,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Phalacrocorax m. melanoleucos,Little Pied Cormorant,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Phylloscopus poliocephala bougainvillei,Island Leaf-Warbler,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Pitta anerythra pallida,Black-faced (Masked) Pitta,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Poliolimnas cinereus leucophrys,White-browed Crake,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Porphyrio porphyrio samoensis,Purple Swamphen,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Pterodroma rostrate  becki,Tahiti Petrel,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ptilinopus s. superbus,Superb Fruit-Dove,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ptilinopus solomonensis bistictus,Yellow-bibbed Fruit-Dove,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Ptilinopus viridis lewisi,Claret-breasted Fruit-Dove,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Puffinus heinrothi,Heinrothæž¯s Shearwater,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Reinwardtoena crassirostris,Crested Cuckoo-Dove,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Rhipidura Cockerelli septentrionalis,White-winged Fantail,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Rhipidura drownei drownei,Brown (Mountain) Fantail,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Rhipidura leucophrys melaleuca,Willie Wagtail,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Rhipidura rufifrons commoda,Rufous Fantail,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Rigidipenna inexpectata,Solomon Islands Frogmouth,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Sterna dougallii  bangsi,Roseate Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Sterna sumatrana,Black-naped Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Sternula albifrons sinensis,Little Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Stresemannia bougainvillei,Bougainville Honeyeater,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Sula leucogaster plotus,Brown Booby,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Sula sula rubripes,Red-footed Booby,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Tachybaptus(Podiceps) ruficollis tricolor,Little (Red-throated) Grebe,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Thalasseus bengalensis torresii?,Lesser Crested Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Thalasseus bergii cristatus,Crested Tern,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Todirhamphus leucopygia,Ultramarine Kingfisher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Todirhamphus s. saurophaga,Beach Kingfisher,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Trichoglossus haematodus massena,Coconut Lorikeet,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Turdus poliocephalus bougainvillei,Island Thrush,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Tyto javanica crassirostris,Eastern Barn Owl,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Zoothera  atrigena,Bougainville Thrush,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Zosterops m. metcalfii,Yellow-throated White-Eye,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Bougainville,126,84281,Solomons,Zosterops ugiensis hamlini,Grey-throated White-eye,,,0,1,1,0,http://birdsofmelanesia.net/png8html/bougainville.pdf,,,,,,,,,,,,,
Buka,33,84482,Solomons,Accipiter albogularis,,,1,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Accipiter novaehollandiae,,,7,0,1,1,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Aceros plicatus,,,12,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Acrocephalus australis stentoreus,,,14,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Alcedo atthis,,,29,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Amaurornis moluccanus,,,30,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Anas superciliosa,,,34,0,1,1,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Aplonis cantoroides,,,37,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Aplonis grandis,,,39,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Aplonis metallica,,,40,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Aviceda subcristata,,,52,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Butorides striatus,,,59,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Cacatua ducorpsii,,,60,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Cacomantis variolosus,,,64,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Caloenas nicobarica,,,66,0,0,0,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Ceyx lepidus,,,73,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Ceyx pusillus,,,74,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Chalcophaps stephani,,,79,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Chalcopsitta cardinalis,,,80,0,1,1,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Charmosyna placentis,,,84,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Collocalia esculenta,,,106,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Collocalia spodiopygia,,,111,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Collocalia vanikorensis,,,112,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Columbid new genus A,,,116,0,0,0,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Columbid undescr genus B,,,117,0,0,0,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Coracina holopolia,,,121,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Coracina lineata,,,122,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Coracina papuensis,,,123,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Coracina tenuirostris,,,125,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Corvus meeki,,,129,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Dicaeum aeneum,,,139,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Ducula pistrinaria,,,157,0,1,1,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Ducula rubricera,,,158,0,1,1,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Eclectus roratus,,,165,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Egretta sacra,,,168,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Eurystomus orientalis,,,178,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Falco severus,,,180,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Gallicolumba rufigula,,,190,0,0,0,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Gallirallus sp. B,,,207,0,0,0,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Gallirallus woodfordi,,,218,0,0,0,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Geoffroyus heteroclitus,,,219,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Halcyon chloris,,,229,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Halcyon leucopygia,,,233,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Halcyon saurophaga,,,236,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Haliaeetus sanfordi,,,239,0,1,1,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Haliastur indus,,,241,0,1,1,1,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Hemiprocne mystacea,,,246,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Hirundo tahitica,,,249,0,1,1,0,steadman 2006,,,,,,,,,,,,,
Buka,33,84482,Solomons,Lonchura melaena,,,259,0,1,1,0,steadman 2006,,,,,,,,,,,,,
