Island,AB_Island_ID,Weigelt.ID,Archipelago,Species_Name,Common_Name,Sibley2_0ID,AB_Species_ID,introduced,modern_observed,historically_observed,fossil_observed,Source,Fossil_Evidence,Notes,,,,,,,,,,,
La Digue,106,54633,Seychelles,Copsychus sechellarum,Seychelles Magpie-robin,,,0,0,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,extinct,,,,,,,,,,,
La Digue,106,54633,Seychelles,Dromas ardeola,Crab-plover,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Estrilda astrild,Common Waxbill,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Falco amurensis,Amur Falcon,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Foudia madagascariensis,Madagascar Fody,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Fregata ariel,Lesser Frigatebird,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Fregata minor,Greater Frigatebird,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Gallinula chloropus,Common Moorhen,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Geopelia striata,Barred Ground Dove,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Gygis alba,Fairy Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Hirundo rustica,Barn Swallow,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Hypsipetes crassirostris,Seychelles Bulbul,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Ixobrychus sinensis,Yellow Bittern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Limosa lapponica,Bar-tailed Godwit,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Nectarinia dussumieri,Seychelles Sunbird,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Numenius arquata,Eurasian Curlew,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Numenius phaeopus,Whimbrel,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Nycticorax nycticorax,Black-crowned Night Heron,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Onychoprion anaethetus,Bridled Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Onychoprion fuscatus,Sooty Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Phaethon lepturus,White-tailed Tropicbird,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Phaethon rubricauda,Red-tailed Tropicbird,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Pluvialis fulva,Pacific Golden Plover,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Pluvialis squatarola,Grey Plover,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Puffinus bailloni,Tropical Shearwater,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Puffinus pacificus,Wedge-tailed Shearwater,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Sterna bengalensis,Lesser Crested Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Sterna bergii,Great Crested Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Sterna dougallii,Roseate Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Sterna hirundo,Common Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Sternula saundersi,Saunders's Tern,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Streptopelia picturata,Madagascar Turtle Dove,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Sula leucogaster,Brown Booby,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Sula sula,Red-footed Booby,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Terpsiphone corvina,Seychelles Paradise-flycatcher,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Tringa glareola,Wood Sandpiper,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Tringa nebularia,Common Greenshank,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Digue,106,54633,Seychelles,Tyto alba,Barn Owl,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,breeds,,,,,,,,,,,
La Digue,106,54633,Seychelles,Xenus cinereus,Terek Sandpiper,,,0,1,1,0,SBRC Birds checklist as of 31 May 2013 (http://www.seychellesbirdrecordscommittee.com/the-seychelles-list.html),,annual migrant,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Accipiter nisus,Eurasian Sparrowhawk,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Actitis hypoleucos,Common Sandpiper,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Alauda arvensis,Sky Lark,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Alectoris barbara,Barbary Partridge,,,1,1,NA,NA,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Anthus berthelotii,Berthelot's Pipit,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Apus pallidus,Pallid Swift,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Apus unicolor,Plain Swift,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Ardea cinerea,Gray Heron,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Arenaria interpres,Ruddy Turnstone,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Asio otus,Long-eared Owl,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Bucanetes githagineus,Trumpeter Finch,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Bulweria bulwerii,Bulwer's Petrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Burhinus oedicnemus,Eurasian Thick-knee,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Buteo buteo,Common Buzzard,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Calidris alba,Sanderling,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Calidris alpina,Dunlin,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Calonectris diomedea,Cory's Shearwater,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Carduelis cannabina,Eurasian Linnet,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Carduelis carduelis,European Goldfinch,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Charadrius alexandrinus,Kentish Plover,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Charadrius dubius,Little Ringed Plover,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Chloris chloris,European Greenfinch,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Chroicocephalus ridibundus,Black-headed Gull,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Columba bollii,Bolle's Pigeon,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Columba junoniae,Laurel Pigeon,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Columba livia,Rock Pigeon,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Corvus corax,Common Raven,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Coturnix coturnix,Common Quail,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Cursorius cursor,Cream-colored Courser,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Cyanistes teneriffae,African Blue Tit,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Delichon urbicum,Common House-Martin,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Egretta garzetta,Little Egret,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Emberiza calandra,Corn Bunting,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Erithacus rubecula,European Robin,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Falco pelegrinoides,Barbary Falcon,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Falco peregrinus,Peregrine Falcon,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Falco tinnunculus,Eurasian Kestrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Fringilla coelebs,Common Chaffinch,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Fulica atra,Eurasian Coot,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Gallinago gallinago,Common Snipe,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Gallinula chloropus,Eurasian Moorhen,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Gelochelidon nilotica,Gull-billed Tern,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Hirundo rustica,Barn Swallow,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Hydrobates pelagicus,European Storm-Petrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Lanius meridionalis,Southern Gray Shrike,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Larus fuscus,Lesser Black-backed Gull,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Larus michahellis,Yellow-legged Gull,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Leucophaeus atricilla,Laughing Gull,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Limosa lapponica,Bar-tailed Godwit,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Limosa limosa,Black-tailed Godwit,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Locustella naevia,Common Grasshopper-Warbler,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Morus bassanus,Northern Gannet,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Motacilla alba,White Wagtail,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Motacilla cinerea,Gray Wagtail,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Neophron percnopterus,Egyptian Vulture,,,0,0,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Numenius phaeopus,Whimbrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Oceanites oceanicus,Wilson's Storm-Petrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Oceanodroma castro,Band-rumped Storm-Petrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Oceanodroma leucorhoa,Leach's Storm-Petrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Pandion haliaetus,Osprey,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Passer hispaniolensis,Spanish Sparrow,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Pelagodroma marina,White-faced Storm-Petrel,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Petronia petronia,Rock Petronia,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Phaethon aethereus,Red-billed Tropicbird,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Phylloscopus canariensis,Canary Islands Chiffchaff,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Phylloscopus collybita,Common Chiffchaff,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Phylloscopus ibericus,Iberian Chiffchaff,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Pluvialis squatarola,Black-bellied Plover,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Puffinus baroli,Barolo Shearwater,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Puffinus griseus,Sooty Shearwater,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Puffinus puffinus,Manx Shearwater,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Puffinus yelkouan,Levantine Shearwater,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Pyrrhocorax pyrrhocorax,Red-billed Chough,,,0,0,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Regulus regulus,Goldcrest,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Regulus teneriffae,Canary Islands Kinglet,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Saxicola rubicola,European Stonechat,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Scolopax rusticola,Eurasian Woodcock,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Serinus canaria,Island Canary,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Stercorarius longicaudus,Long-tailed Jaeger,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Stercorarius parasiticus,Parasitic Jaeger,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Stercorarius pomarinus,Pomarine Jaeger,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sterna dougallii,Roseate Tern,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sterna hirundo,Common Tern,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sterna paradisaea,Arctic Tern,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Streptopelia decaocto,Eurasian Collared-Dove,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Streptopelia roseogrisea,African Collared-Dove,,,1,1,NA,NA,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Streptopelia senegalensis,Laughing Dove,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Streptopelia turtur,European Turtle-Dove,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sturnus vulgaris,European Starling,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sylvia atricapilla,Blackcap,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sylvia communis,Greater Whitethroat,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sylvia conspicillata,Spectacled Warbler,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Sylvia melanocephala,Sardinian Warbler,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Thalasseus sandvicensis,Sandwich Tern,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Tringa glareola,Wood Sandpiper,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Tringa nebularia,Common Greenshank,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Turdus merula,Eurasian Blackbird,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Tyto alba,Barn Owl,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Upupa epops,Eurasian Hoopoe,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Vanellus vanellus,Northern Lapwing,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Xema sabini,Sabine's Gull,,,0,1,1,0,"avibase: la gomera, canaries",,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Coturnix gomerae,,,,0,0,0,1,Illera et al 2012 Quaternary Science Reviews,,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Pyrrhocorax pyrrhocorax,,,,0,0,0,1,Illera et al 2012 Quaternary Science Reviews,,,,,,,,,,,,,
La Gomera,70,18241,Canary Islands,Milvus milvus,,,,0,0,1,0,Illera et al 2012 Quaternary Science Reviews; extirpated: avibase,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Accipiter nisus,Eurasian Sparrowhawk,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Acridotheres tristis,Common Myna,Introduced species,,1,1,NA,NA,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Actitis hypoleucos,Common Sandpiper,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Alectoris barbara,Barbary Partridge,Introduced species,,1,1,NA,NA,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Anthus berthelotii,Berthelot's Pipit,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Apus pallidus,Pallid Swift,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Apus unicolor,Plain Swift,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Ardea cinerea,Gray Heron,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Arenaria interpres,Ruddy Turnstone,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Asio otus,Long-eared Owl,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Bulweria bulwerii,Bulwer's Petrel,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Burhinus oedicnemus,Eurasian Thick-knee,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Buteo buteo,Common Buzzard,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Calandrella rufescens,Lesser Short-toed Lark,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Calidris alba,Sanderling,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Calidris alpina,Dunlin,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Calidris minuta,Little Stint,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Calonectris diomedea,Cory's Shearwater,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Carduelis cannabina,Eurasian Linnet,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Carduelis carduelis,European Goldfinch,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Charadrius hiaticula,Common Ringed Plover,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Chloris chloris,European Greenfinch,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Chroicocephalus ridibundus,Black-headed Gull,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
La Palma,71,18247,Canary Islands,Columba bollii,Bolle's Pigeon,,,0,1,1,0,avibase: canary islands,,,,,,,,,,,,,
