"","Island","AB_Island_ID","Weigelt.ID","Archipelago","Species_Name","Common_Name","Sibley2_0ID","AB_Species_ID","introduced","modern_observed","historically_observed","fossil_observed","Source","Fossil_Evidence","Notes","good_island"
"671","Cayman Brac",59,11927,"Cayman Is","Dendroica petechia","Yellow Warbler",NA,NA,0,1,1,0,"avibase",NA,NA,1
"672","Cayman Brac",59,11927,"Cayman Is","Egretta caerulea","Little Blue Heron",NA,NA,0,1,1,0,"avibase",NA,NA,1
"673","Cayman Brac",59,11927,"Cayman Is","Fulica caribaea","Caribbean Coot",NA,NA,0,1,1,0,"avibase",NA,"near-threatened",1
"674","Cayman Brac",59,11927,"Cayman Is","Gallinula galeata","Common Gallinule",NA,NA,0,1,1,0,"avibase",NA,NA,1
"675","Cayman Brac",59,11927,"Cayman Is","Mimus polyglottos","Northern Mockingbird",NA,NA,0,1,1,0,"avibase",NA,NA,1
"676","Cayman Brac",59,11927,"Cayman Is","Patagioenas leucocephala","White-crowned Pigeon",NA,NA,0,1,1,0,"avibase",NA,"near-threatened",1
"677","Cayman Brac",59,11927,"Cayman Is","Quiscalus niger","Greater Antillean Grackle",NA,NA,0,1,1,0,"avibase",NA,NA,1
"678","Cayman Brac",59,11927,"Cayman Is","Streptopelia decaocto","Eurasian Collared-Dove",NA,NA,1,1,NA,NA,"avibase",NA,NA,1
"679","Cayman Brac",59,11927,"Cayman Is","Vireo magister","Yucatan Vireo",NA,NA,0,1,1,0,"avibase",NA,NA,1
"680","Cayman Brac",59,11927,"Cayman Is","Zenaida asiatica","White-winged Dove",NA,NA,0,1,1,0,"avibase",NA,NA,1
"681","Cayman Brac",59,11927,"Cayman Is","Athene cunicularia",NA,NA,NA,0,0,0,1,"Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.",NA,1
"682","Cayman Brac",59,11927,"Cayman Is","Charadrius vociferus",NA,NA,NA,0,0,1,1,"Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.",NA,1
"683","Cayman Brac",59,11927,"Cayman Is","Columbina passerina","common ground-dove",NA,NA,0,1,1,1,"Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","common",1
"684","Cayman Brac",59,11927,"Cayman Is","Eudocimus cf. albus","White Ibis",NA,NA,0,0,0,1,"Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.",NA,1
"685","Cayman Brac",59,11927,"Cayman Is","Geotrygon cf. chrysia",NA,NA,NA,0,0,0,1,"Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.",NA,1
"686","Cayman Brac",59,11927,"Cayman Is","Icterus sp.",NA,NA,NA,0,0,0,1,"Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.",NA,1
"687","Cayman Brac",59,11927,"Cayman Is","Spindalis zena",NA,NA,NA,0,0,1,1,"Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.","Brunt and Davies. The Cayman Islands Natural History and Biogeography. 1994.",NA,1
"688","Chatham",45,8546,"Chatham","Acanthis flammea","Common Redpoll",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"689","Chatham",45,8546,"Chatham","Alauda arvensis","Sky lark","11529",NA,1,1,NA,NA,"Avibase website",NA,NA,1
"690","Chatham",45,8546,"Chatham","Anas platyrhynchos","Mallard",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"691","Chatham",45,8546,"Chatham","Anser anser","Graylag goose",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"692","Chatham",45,8546,"Chatham","Callipepla californica","California quail","466",NA,1,1,NA,NA,"Avibase website",NA,NA,1
"693","Chatham",45,8546,"Chatham","Carduelis cabaret","Lesser Redpoll",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"694","Chatham",45,8546,"Chatham","Carduelis carduelis","European Goldfinch",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"695","Chatham",45,8546,"Chatham","Carduelis chloris","European Greenfinch","12312",NA,1,1,NA,NA,"Avibase website",NA,NA,1
"696","Chatham",45,8546,"Chatham","Cygnus atratus","Black Swan",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"697","Chatham",45,8546,"Chatham","Emberiza citrinella","Yellowhammer",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"698","Chatham",45,8546,"Chatham","Fringilla coelebs","Common Chaffinch",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"699","Chatham",45,8546,"Chatham","Gallirallus australis","Weka",NA,526,1,1,NA,NA,"Avibase website",NA,NA,1
"700","Chatham",45,8546,"Chatham","Passer dornesticus","House sparrow",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"701","Chatham",45,8546,"Chatham","Prunella modularis","Dunnock",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"702","Chatham",45,8546,"Chatham","Sturnus vulgaris","European Starling",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"703","Chatham",45,8546,"Chatham","Turdus merula","Eurasian blackbird",NA,667,1,1,NA,NA,"Avibase website",NA,NA,1
"704","Chatham",45,8546,"Chatham","Turdus philormelos","Song thrush",NA,668,1,1,NA,NA,"Avibase website",NA,NA,1
"705","Chatham",45,8546,"Chatham","Anas chlorotis",NA,NA,478,0,1,1,0,"holdaway et al 2001",NA,NA,1
"706","Chatham",45,8546,"Chatham","Anas superciliosa",NA,NA,34,0,1,1,0,"holdaway et al 2001",NA,NA,1
"707","Chatham",45,8546,"Chatham","Anthornis melanocephala",NA,NA,480,0,0,1,1,"holdaway et al 2001",NA,NA,1
"708","Chatham",45,8546,"Chatham","Anthus chathamensis",NA,NA,482,0,1,1,0,"holdaway et al 2001",NA,NA,1
"709","Chatham",45,8546,"Chatham","Bowdleria rufescens",NA,NA,492,0,0,1,1,"holdaway et al 2001",NA,NA,1
"710","Chatham",45,8546,"Chatham","Cabalus modestus",NA,NA,493,0,0,1,1,"holdaway et al 2001",NA,NA,1
"711","Chatham",45,8546,"Chatham","Chrysococcyx lucidus",NA,NA,94,0,1,1,0,"holdaway et al 2001",NA,NA,1
"712","Chatham",45,8546,"Chatham","Coenocorypha chatamica",NA,NA,504,0,0,0,1,"holdaway et al 2001",NA,NA,1
"713","Chatham",45,8546,"Chatham","Coenocorypha pusilla",NA,NA,506,0,1,1,0,"holdaway et al 2001",NA,"20 cm long",1
"714","Chatham",45,8546,"Chatham","Corvus moriorum",NA,NA,508,0,0,0,1,"holdaway et al 2001",NA,NA,1
"715","Chatham",45,8546,"Chatham","Cyanoramphus forbesi",NA,NA,512,0,1,1,0,"holdaway et al 2001",NA,NA,1
"716","Chatham",45,8546,"Chatham","Cyanoramphus novaezelandiae",NA,NA,136,0,0,1,0,"holdaway et al 2001",NA,NA,1
"717","Chatham",45,8546,"Chatham","Diaphorapteryx hawkinsi",NA,NA,515,0,0,0,1,"holdaway et al 2001",NA,NA,1
"718","Chatham",45,8546,"Chatham","Falco novaseelandiae",NA,NA,521,0,1,1,0,"holdaway et al 2001",NA,NA,1
"719","Chatham",45,8546,"Chatham","Fulica chathamensis",NA,NA,522,0,0,0,1,"holdaway et al 2001",NA,NA,1
"720","Chatham",45,8546,"Chatham","Gallirallus dieffenbachii",NA,NA,527,0,0,1,1,"holdaway et al 2001",NA,NA,1
"721","Chatham",45,8546,"Chatham","Gerygone albofrontata",NA,NA,529,0,1,1,0,"holdaway et al 2001",NA,NA,1
"722","Chatham",45,8546,"Chatham","Hemiphaga novaseelandiae",NA,NA,533,0,1,1,0,"holdaway et al 2001",NA,NA,1
"723","Chatham",45,8546,"Chatham","Ixobrychus novaezelandiae",NA,NA,537,0,0,1,1,"holdaway et al 2001",NA,NA,1
"724","Chatham",45,8546,"Chatham","Malacorhyncus scarletti",NA,NA,538,0,0,0,1,"holdaway et al 2001",NA,NA,1
"725","Chatham",45,8546,"Chatham","Mergus australis",NA,NA,540,0,0,1,1,"holdaway et al 2001",NA,NA,1
"726","Chatham",45,8546,"Chatham","Nestor meridionalis",NA,NA,544,0,0,1,0,"holdaway et al 2001",NA,NA,1
"727","Chatham",45,8546,"Chatham","Pachyanas chathamica",NA,NA,550,0,0,0,1,"holdaway et al 2001",NA,NA,1
"728","Chatham",45,8546,"Chatham","Petroica macrocephala",NA,NA,557,0,0,1,0,"holdaway et al 2001",NA,NA,1
"729","Chatham",45,8546,"Chatham","Petroica traversi",NA,NA,559,0,1,1,0,"holdaway et al 2001",NA,NA,1
"730","Chatham",45,8546,"Chatham","Porzana pusilla",NA,NA,565,0,1,1,0,"holdaway et al 2001",NA,NA,1
"731","Chatham",45,8546,"Chatham","Porzana tabuensis",NA,NA,392,0,1,1,0,"holdaway et al 2001",NA,NA,1
"732","Chatham",45,8546,"Chatham","Prosthemadera novaseelandiae",NA,NA,566,0,1,1,0,"holdaway et al 2001",NA,NA,1
"733","Chatham",45,8546,"Chatham","Rhipidura fulignosa",NA,NA,425,0,1,1,0,"holdaway et al 2001",NA,NA,1
"734","Chatham",45,8546,"Chatham","Tadorna sp. Chathams",NA,NA,569,0,0,1,0,"holdaway et al 2001",NA,NA,1
"811","Corvo",NA,19159,"Azores","Ardea cinerea","Gray Heron",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"812","Corvo",NA,19159,"Azores","Asio otus","Long-eared Owl",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"813","Corvo",NA,19159,"Azores","Carduelis carduelis","European Goldfinch",NA,NA,1,1,NA,NA,"Avibase",NA,NA,1
"814","Corvo",NA,19159,"Azores","Chaetura pelagica","Chimney Swift",NA,NA,0,1,1,0,"Avibase",NA,"Near-threatened",1
"815","Corvo",NA,19159,"Azores","Columba livia","Rock Pigeon",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"816","Corvo",NA,19159,"Azores","Columba palumbus","Common Wood-Pigeon",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"817","Corvo",NA,19159,"Azores","Coturnix coturnix","Common Quail",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"818","Corvo",NA,19159,"Azores","Egretta garzetta","Little Egret",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"819","Corvo",NA,19159,"Azores","Fringilla coelebs","Common Chaffinch",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"820","Corvo",NA,19159,"Azores","Gallinago delicata","Wilson's Snipe",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"821","Corvo",NA,19159,"Azores","Gallinago gallinago","Common Snipe",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"822","Corvo",NA,19159,"Azores","Gallinula chloropus","Eurasian Moorhen",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"823","Corvo",NA,19159,"Azores","Motacilla cinerea","Gray Wagtail",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"824","Corvo",NA,19159,"Azores","Passer domesticus","House Sparrow",NA,NA,1,1,NA,NA,"Avibase",NA,NA,1
"825","Corvo",NA,19159,"Azores","Scolopax rusticola","Eurasian Woodcock",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"826","Corvo",NA,19159,"Azores","Serinus canaria","Island Canary",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"827","Corvo",NA,19159,"Azores","Sturnus vulgaris","European Starling",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"828","Corvo",NA,19159,"Azores","Sylvia atricapilla","Blackcap",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"829","Corvo",NA,19159,"Azores","Turdus merula","Eurasian Blackbird",NA,NA,0,1,1,0,"Avibase",NA,NA,1
"830","Crooked Island",96,13241,"Bahamas","Anas bahamensis","white-cheeked pintail",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common, declining",1
"831","Crooked Island",96,13241,"Bahamas","Aramus guarauna","limpkin",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"832","Crooked Island",96,13241,"Bahamas","Bubulcus ibis","cattle egret",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common, first immigrants 1950s",1
"833","Crooked Island",96,13241,"Bahamas","Butorides virescens","green heron",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"834","Crooked Island",96,13241,"Bahamas","Coccyzus americanus","yellow-billed cuckoo",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"""may breed""",1
"835","Crooked Island",96,13241,"Bahamas","Dendrocygna arborea","west indian whistling-duck",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon, declining",1
"836","Crooked Island",96,13241,"Bahamas","Dendroica petechia","yellow warbler",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon in North",1
"837","Crooked Island",96,13241,"Bahamas","Egretta rufescens","reddish egret",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"838","Crooked Island",96,13241,"Bahamas","Egretta thula","snowy egret",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"839","Crooked Island",96,13241,"Bahamas","Egretta tricolor","tricolored heron",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"840","Crooked Island",96,13241,"Bahamas","Fulica americana","american coot",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon",1
"841","Crooked Island",96,13241,"Bahamas","Geotrygon chrysia","key west quail-dove",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common in north, uncommon in south",1
"842","Crooked Island",96,13241,"Bahamas","Ixobrychus exilis","least bittern",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon to rare",1
"843","Crooked Island",96,13241,"Bahamas","Myiarchus sagrae","la sagra's flycatcher",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common in north, uncommon in south",1
"844","Crooked Island",96,13241,"Bahamas","Nycticorax nycticorax","black-crowned night-heron",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon, found on larger islands",1
"845","Crooked Island",96,13241,"Bahamas","Polioptila caerulea","blue-gray gnatcatcher",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common on larger islands",1
"846","Crooked Island",96,13241,"Bahamas","Rallus longirostris","clapper rail",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"847","Crooked Island",96,13241,"Bahamas","Zenaida asiatica","white-winged dove",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common in south, uncommon in north",1
"848","Crooked Island",96,13241,"Bahamas","Amazona leucocephala",NA,NA,NA,0,1,1,1,"Avibase: Crooked Island Bahamas","Olson. Fossil Vertebrates
from the Bahamas. 1982",NA,1
"849","Crooked Island",96,13241,"Bahamas","Athene cunicularia","Burrowing owl",NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"850","Crooked Island",96,13241,"Bahamas","Calliphlox evelynae","bahama woodstar",NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"851","Crooked Island",96,13241,"Bahamas","Chordeiles gundlachii","antillean nighthawk",NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"852","Crooked Island",96,13241,"Bahamas","Coereba flaveola","bananaquit",NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"853","Crooked Island",96,13241,"Bahamas","Columbina passerina","common ground-dove",NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"854","Crooked Island",96,13241,"Bahamas","Egretta alba",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,"Ardea alba",1
"855","Crooked Island",96,13241,"Bahamas","Eudocimus albus","American White Ibis",NA,NA,0,1,1,1,"Avibase: Crooked Island Bahamas","Olson. Fossil Vertebrates
from the Bahamas. 1982",NA,1
"856","Crooked Island",96,13241,"Bahamas","Falco sparverius","Kestrel",NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"857","Crooked Island",96,13241,"Bahamas","Loxigilla violacea",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"858","Crooked Island",96,13241,"Bahamas","Margarops fuscatus",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"859","Crooked Island",96,13241,"Bahamas","Mimus polyglottos",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"860","Crooked Island",96,13241,"Bahamas","Pandion haliaetus",NA,NA,NA,0,1,1,1,"Avibase: Crooked Island Bahamas","Olson. Fossil Vertebrates
from the Bahamas. 1982",NA,1
"861","Crooked Island",96,13241,"Bahamas","Patagioenas leucocephala","White-crowned pigeon",NA,NA,0,1,1,1,"Avibase: Crooked Island Bahamas","Olson. Fossil Vertebrates
from the Bahamas. 1982","Columba leucocephala",1
"862","Crooked Island",96,13241,"Bahamas","Spindalis zena",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"863","Crooked Island",96,13241,"Bahamas","Sturnus vulgaris",NA,NA,NA,1,1,NA,NA,"Avibase: Crooked Island Bahamas",NA,NA,1
"864","Crooked Island",96,13241,"Bahamas","Tachycineta cyaneoviridis",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,"Endangered",1
"865","Crooked Island",96,13241,"Bahamas","Tiaris bicolor",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"866","Crooked Island",96,13241,"Bahamas","Tyrannus dominicensis",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"867","Crooked Island",96,13241,"Bahamas","Tyrannus dominicensis",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"868","Crooked Island",96,13241,"Bahamas","Vireo altiloquus",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"869","Crooked Island",96,13241,"Bahamas","Vireo crassirostris",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"870","Crooked Island",96,13241,"Bahamas","Zenaida aurita",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"871","Crooked Island",96,13241,"Bahamas","Zenaida macroura",NA,NA,NA,0,1,1,0,"Avibase: Crooked Island Bahamas",NA,NA,1
"872","Crooked Island",96,13241,"Bahamas","Corvus sp.",NA,NA,NA,0,0,0,1,"Olson. Fossil Vertebrates
from the Bahamas. 1982","Olson. Fossil Vertebrates
from the Bahamas. 1982",NA,1
"873","Crooked Island",96,13241,"Bahamas","Mimus gundlachii",NA,NA,NA,0,1,1,1,"Olson. Fossil Vertebrates
from the Bahamas. 1982","Olson. Fossil Vertebrates
from the Bahamas. 1982",NA,1
"874","Cuba",60,13567,"Greater Antilles","Accipiter gundlachi","gundlach's hawk",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"endemic, rare, widely distributed, endangered",1
"875","Cuba",60,13567,"Greater Antilles","Accipiter striatus","shard-shinned hawk",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common, declining",1
"876","Cuba",60,13567,"Greater Antilles","Agelaius assimilis","red-shouldered blackbird",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common, local, endemic",1
"877","Cuba",60,13567,"Greater Antilles","Agelaius humeralis","tawny-shouldered blackbird",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"878","Cuba",60,13567,"Greater Antilles","Aix sponsa","wood duck",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon, ""few birds departing to breed""",1
"879","Cuba",60,13567,"Greater Antilles","Ajaia ajaja","roseate spoonbill",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon",1
"880","Cuba",60,13567,"Greater Antilles","Amazona leucocephala","rose-throated parrot",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common, endemic, declined / recovering",1
"881","Cuba",60,13567,"Greater Antilles","Anas bahamensis","white-cheeked pintail",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common, declining",1
"882","Cuba",60,13567,"Greater Antilles","Anhinga anhinga","Anhinga",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"883","Cuba",60,13567,"Greater Antilles","Ara tricolor","cuban macaw",NA,NA,0,0,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"fully extinct, 1890s",1
"884","Cuba",60,13567,"Greater Antilles","Aratinga euops","cuban parakeet",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"patchy dist., endemic, declining, endangered",1
"885","Cuba",60,13567,"Greater Antilles","Ardea alba","great egret",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"886","Cuba",60,13567,"Greater Antilles","Asio flammeus","short-eared owl",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common",1
"887","Cuba",60,13567,"Greater Antilles","Asio stygius","stygian owl",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"888","Cuba",60,13567,"Greater Antilles","Athene cunicularia","burrowing owl",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common",1
"889","Cuba",60,13567,"Greater Antilles","Bubulcus ibis","cattle egret",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common, first immigrants 1950s",1
"890","Cuba",60,13567,"Greater Antilles","Buteo jamaicensis","red-tailed hawk",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"891","Cuba",60,13567,"Greater Antilles","Buteo platypterus","broad-winged hawk",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common, declining",1
"892","Cuba",60,13567,"Greater Antilles","Buteogallus anthracinus","common black hawk",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"893","Cuba",60,13567,"Greater Antilles","Butorides virescens","green heron",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"894","Cuba",60,13567,"Greater Antilles","Campephilus principalis","ivory-billed woodpecker",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"very rare, verge of extinction",1
"895","Cuba",60,13567,"Greater Antilles","Caprimulgus cubanensis","greater antillean nightjar",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common, unique",1
"896","Cuba",60,13567,"Greater Antilles","Caracara plancus","crested caracara",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"rare, local",1
"897","Cuba",60,13567,"Greater Antilles","Cathartes aura","turkey vulture",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"898","Cuba",60,13567,"Greater Antilles","Chlorostilbon ricordii","cuban emerald",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"899","Cuba",60,13567,"Greater Antilles","Chondrohierax wilsonii","cuban kite",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"endemic, on the verge of extenction",1
"900","Cuba",60,13567,"Greater Antilles","Chordeiles gundlachii","antillean nighthawk",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common, breeding migrant",1
"901","Cuba",60,13567,"Greater Antilles","Coccyzus americanus","yellow-billed cuckoo",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon breeding resident may-aug, migratory",1
"902","Cuba",60,13567,"Greater Antilles","Coccyzus minor","mangrove cuckoo",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"generally common",1
"903","Cuba",60,13567,"Greater Antilles","Colaptes auratus","northern flicker",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"fairly common locally",1
"904","Cuba",60,13567,"Greater Antilles","Colaptes fernandinae","fernandina's flicker",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"rare, local, endemic, endangered",1
"905","Cuba",60,13567,"Greater Antilles","Colinus virginianus","northern bobwhite",NA,NA,1,1,NA,NA,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"906","Cuba",60,13567,"Greater Antilles","Columba livia","rock dove",NA,NA,1,1,NA,NA,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"907","Cuba",60,13567,"Greater Antilles","Columbina passerina","common ground-dove",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"908","Cuba",60,13567,"Greater Antilles","Contopus caribaeus","crescent-eyed pewee",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"909","Cuba",60,13567,"Greater Antilles","Corvus minutus","cuban palm crow",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"rare, local, endemic",1
"910","Cuba",60,13567,"Greater Antilles","Corvus nasicus","cuban crow",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"911","Cuba",60,13567,"Greater Antilles","Crotophaga ani","smooth-billed ani",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"912","Cuba",60,13567,"Greater Antilles","Cyanerpes cyaneus","red-legged honeycreeper",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"rare, local",1
"913","Cuba",60,13567,"Greater Antilles","Cyanolimnas cerverai","zapata rail",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"rare, locally confined, flightless, endangered",1
"914","Cuba",60,13567,"Greater Antilles","Cypseloides niger","black swift",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"rare, local, breeding migrant",1
"915","Cuba",60,13567,"Greater Antilles","Dendrocygna arborea","west indian whistling-duck",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common",1
