"","Island","AB_Island_ID","Weigelt.ID","Archipelago","Species_Name","Common_Name","Sibley2_0ID","AB_Species_ID","introduced","modern_observed","historically_observed","fossil_observed","Source","Fossil_Evidence","Notes","good_island"
"3642","Mare",26,77720,"New.Caledonia","Botaurus poiciloptilus",NA,NA,54,0,1,1,0,"steadman 2006",NA,NA,1
"3643","Mare",26,77720,"New.Caledonia","Butorides striatus",NA,NA,59,0,1,1,0,"steadman 2006",NA,NA,1
"3644","Mare",26,77720,"New.Caledonia","Cacomantis flabelliformis",NA,NA,63,0,1,1,0,"steadman 2006",NA,NA,1
"3645","Mare",26,77720,"New.Caledonia","Chalcophaps indica",NA,NA,78,0,1,1,0,"steadman 2006",NA,NA,1
"3646","Mare",26,77720,"New.Caledonia","Chrysococcyx lucidus",NA,NA,94,0,1,1,0,"steadman 2006",NA,NA,1
"3647","Mare",26,77720,"New.Caledonia","Circus approximans",NA,"4690",96,0,1,1,0,"steadman 2006",NA,NA,1
"3648","Mare",26,77720,"New.Caledonia","Collocalia esculenta",NA,NA,106,0,1,1,0,"steadman 2006",NA,NA,1
"3649","Mare",26,77720,"New.Caledonia","Collocalia spodiopygia",NA,NA,111,0,1,1,0,"steadman 2006",NA,NA,1
"3650","Mare",26,77720,"New.Caledonia","Columba vitiensis",NA,NA,115,0,1,1,1,"steadman 2006",NA,NA,1
"3651","Mare",26,77720,"New.Caledonia","Coracina caledonica",NA,NA,120,0,1,1,0,"steadman 2006",NA,NA,1
"3652","Mare",26,77720,"New.Caledonia","Corvus moneduloides",NA,NA,130,0,0,1,0,"steadman 2006",NA,NA,1
"3653","Mare",26,77720,"New.Caledonia","Ducula goliath",NA,NA,151,0,0,0,1,"steadman 2006",NA,NA,1
"3654","Mare",26,77720,"New.Caledonia","Ducula pacifica",NA,NA,156,0,1,1,1,"steadman 2006",NA,NA,1
"3655","Mare",26,77720,"New.Caledonia","Egretta novaehollandiae",NA,NA,167,0,1,1,0,"steadman 2006",NA,NA,1
"3656","Mare",26,77720,"New.Caledonia","Egretta sacra",NA,NA,168,0,1,1,0,"steadman 2006",NA,NA,1
"3657","Mare",26,77720,"New.Caledonia","Erythrura trichroa",NA,NA,173,0,1,1,0,"steadman 2006",NA,NA,1
"3658","Mare",26,77720,"New.Caledonia","Eunymphicus cornutus",NA,NA,176,0,1,1,0,"steadman 2006",NA,NA,1
"3659","Mare",26,77720,"New.Caledonia","Falco peregrinus",NA,NA,179,0,1,1,0,"steadman 2006",NA,NA,1
"3660","Mare",26,77720,"New.Caledonia","Gallicolumba cf. beccarii",NA,NA,183,0,0,0,1,"steadman 2006",NA,NA,1
"3661","Mare",26,77720,"New.Caledonia","Gallirallus philippensis",NA,NA,202,0,1,1,1,"steadman 2006",NA,NA,1
"3662","Mare",26,77720,"New.Caledonia","Gerygone flavolateralis",NA,NA,220,0,1,1,0,"steadman 2006",NA,NA,1
"3663","Mare",26,77720,"New.Caledonia","Halcyon sancta",NA,NA,235,0,1,1,0,"steadman 2006",NA,NA,1
"3664","Mare",26,77720,"New.Caledonia","Hirundo tahitica",NA,NA,249,0,1,1,0,"steadman 2006",NA,NA,1
"3665","Mare",26,77720,"New.Caledonia","Lalage leucopyga",NA,NA,253,0,1,1,0,"steadman 2006",NA,NA,1
"3666","Mare",26,77720,"New.Caledonia","Lichmera incana",NA,NA,256,0,1,1,0,"steadman 2006",NA,NA,1
"3667","Mare",26,77720,"New.Caledonia","Megapodius undescr sp E",NA,NA,293,0,0,0,1,"steadman 2006",NA,NA,1
"3668","Mare",26,77720,"New.Caledonia","Myiagra caledonica",NA,NA,317,0,1,1,0,"steadman 2006",NA,NA,1
"3669","Mare",26,77720,"New.Caledonia","Myzomela cardinalis",NA,NA,324,0,1,1,0,"steadman 2006",NA,NA,1
"3670","Mare",26,77720,"New.Caledonia","Pachycephala pectoralis",NA,NA,349,0,1,1,0,"steadman 2006",NA,NA,1
"3671","Mare",26,77720,"New.Caledonia","Pandion haliaetus",NA,NA,352,0,1,1,0,"steadman 2006",NA,NA,1
"3672","Mare",26,77720,"New.Caledonia","Philemon diemenensis",NA,NA,358,0,1,1,0,"steadman 2006",NA,NA,1
"3673","Mare",26,77720,"New.Caledonia","Poliolimnas cinereus",NA,NA,364,0,1,1,0,"steadman 2006",NA,NA,1
"3674","Mare",26,77720,"New.Caledonia","Porphyrio porphyrio",NA,NA,371,0,1,1,1,"steadman 2006",NA,NA,1
"3675","Mare",26,77720,"New.Caledonia","Porzana tabuensis",NA,NA,392,0,1,1,1,"steadman 2006",NA,NA,1
"3676","Mare",26,77720,"New.Caledonia","Ptilinopus greyii",NA,NA,404,0,1,1,1,"steadman 2006",NA,NA,1
"3677","Mare",26,77720,"New.Caledonia","Rhipidura fulignosa",NA,NA,425,0,1,1,0,"steadman 2006",NA,NA,1
"3678","Mare",26,77720,"New.Caledonia","Rhipidura spilodera",NA,NA,429,0,1,1,0,"steadman 2006",NA,NA,1
"3679","Mare",26,77720,"New.Caledonia","Trichoglossus haematodus",NA,NA,446,0,1,1,0,"steadman 2006",NA,NA,1
"3680","Mare",26,77720,"New.Caledonia","Turdus poliocephalus",NA,NA,447,0,1,1,0,"steadman 2006",NA,NA,1
"3681","Mare",26,77720,"New.Caledonia","Tyto alba",NA,NA,449,0,1,1,1,"steadman 2006",NA,NA,1
"3682","Mare",26,77720,"New.Caledonia","Zosterops inornatus",NA,NA,473,0,1,1,0,"steadman 2006",NA,NA,1
"3683","Mare",26,77720,"New.Caledonia","Zosterops lateralis",NA,NA,474,0,1,1,0,"steadman 2006",NA,NA,1
"3684","Mare",26,77720,"New.Caledonia","Zosterops minutus",NA,NA,386,0,1,1,0,"steadman 2006",NA,NA,1
"3685","Mare",26,77720,"New.Caledonia","Zosterops xanthochroa",NA,NA,325,0,1,1,0,"steadman 2006",NA,NA,1
"3686","Maui",13,9834,"Hawaiian","Acridotheres tristis","Common myna",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3687","Maui",13,9834,"Hawaiian","Alauda arvensis","Sky lark",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3688","Maui",13,9834,"Hawaiian","Alectoris chukar","Chukar",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3689","Maui",13,9834,"Hawaiian","Bambusicola thoracica",NA,"346",NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3690","Maui",13,9834,"Hawaiian","Bubulcus ibis","Cattle egret",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3691","Maui",13,9834,"Hawaiian","Callipepla californica","California quail",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3692","Maui",13,9834,"Hawaiian","Cardinalis cardinalis","Northern cardinal",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3693","Maui",13,9834,"Hawaiian","Carpodacus mexicanus","House finch",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3694","Maui",13,9834,"Hawaiian","Cettia diphone","Japanese bush-warbler",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3695","Maui",13,9834,"Hawaiian","Columba livia","Rock Pigeon",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3696","Maui",13,9834,"Hawaiian","Coturnix japonica","Japanese Quail",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3697","Maui",13,9834,"Hawaiian","Francolinus erckelii","Erckel's Francolin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3698","Maui",13,9834,"Hawaiian","Francolinus francolinus","Black Francolin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3699","Maui",13,9834,"Hawaiian","Francolinus pondicerianus","Gray Francolin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3700","Maui",13,9834,"Hawaiian","Garrulax canorus","Chinese hwamei",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3701","Maui",13,9834,"Hawaiian","Geopelia striata","Zebra dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3702","Maui",13,9834,"Hawaiian","Leiothrix lutea","Red-billed Leiothrix",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3703","Maui",13,9834,"Hawaiian","Lonchura cantans",NA,"12173",NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3704","Maui",13,9834,"Hawaiian","Lonchura punctulata","Nutmeg Mannikin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3705","Maui",13,9834,"Hawaiian","Meleagris gallopayo","Wild turkey",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3706","Maui",13,9834,"Hawaiian","Mimus polyglottos","Northern Mockingbird",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3707","Maui",13,9834,"Hawaiian","Paroaria coronata","Red-crested Cardinal",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3708","Maui",13,9834,"Hawaiian","Passer domesticus","House sparrow",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3709","Maui",13,9834,"Hawaiian","Payo cristatus","Indian peafowl",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3710","Maui",13,9834,"Hawaiian","Phasianus colchicus","Ring-necked Pheasant",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3711","Maui",13,9834,"Hawaiian","Streptopelia chinensis","Spotted dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3712","Maui",13,9834,"Hawaiian","Tyto alba","Barn owl",NA,449,1,1,NA,NA,"Avibase website",NA,NA,1
"3713","Maui",13,9834,"Hawaiian","Zosterops japonicus","Japanese white-eye",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3714","Maui",13,9834,"Hawaiian","Aidemedia lutetiae",NA,NA,22,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3715","Maui",13,9834,"Hawaiian","Akialoa sp. cf. lanaiensis",NA,NA,25,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3716","Maui",13,9834,"Hawaiian","Anas wyvilliana",NA,NA,35,0,1,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3717","Maui",13,9834,"Hawaiian","Apteribis brevis",NA,NA,46,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3718","Maui",13,9834,"Hawaiian","Apteribis sp.",NA,NA,48,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3719","Maui",13,9834,"Hawaiian","Asio flammeus",NA,NA,51,0,1,0,NA,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3720","Maui",13,9834,"Hawaiian","Branta hylobadistes",NA,NA,55,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3721","Maui",13,9834,"Hawaiian","Branta sandvicensis",NA,NA,57,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3722","Maui",13,9834,"Hawaiian","Chaetoptila cf. narrow billed",NA,NA,77,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3723","Maui",13,9834,"Hawaiian","Chaetoptila sp. aff angustipluma",NA,NA,76,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3724","Maui",13,9834,"Hawaiian","Chloridops sp.",NA,NA,92,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3725","Maui",13,9834,"Hawaiian","Chloridops wahi",NA,NA,93,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3726","Maui",13,9834,"Hawaiian","Corvus hawaiiensis",NA,NA,126,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3727","Maui",13,9834,"Hawaiian","Drepanis funerea",NA,NA,143,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3728","Maui",13,9834,"Hawaiian","Fulica alai",NA,NA,182,0,1,1,0,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3729","Maui",13,9834,"Hawaiian","Gallinula chloropus subsp. sandvicensis",NA,NA,194,0,0,1,0,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3730","Maui",13,9834,"Hawaiian","Grallistrix erdmani",NA,NA,222,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3731","Maui",13,9834,"Hawaiian","Haliaeetus sp. albicilla",NA,NA,240,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3732","Maui",13,9834,"Hawaiian","Hemignathus lucidus",NA,NA,243,0,0,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3733","Maui",13,9834,"Hawaiian","Himatione sanguinea",NA,NA,247,0,1,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3734","Maui",13,9834,"Hawaiian","Loxops coccineus",NA,NA,267,0,1,1,0,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3735","Maui",13,9834,"Hawaiian","Loxops virens",NA,NA,273,0,1,1,0,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3736","Maui",13,9834,"Hawaiian","Melamprosops phaeosoma",NA,NA,296,0,1,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3737","Maui",13,9834,"Hawaiian","Moho sp.",NA,NA,304,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3738","Maui",13,9834,"Hawaiian","Myadestes sp. cf. lanaiensis",NA,NA,310,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3739","Maui",13,9834,"Hawaiian","Nycticorax nycticorax subsp. hoactli",NA,NA,340,0,1,1,0,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3740","Maui",13,9834,"Hawaiian","Orthiospiza howarthi",NA,NA,346,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3741","Maui",13,9834,"Hawaiian","Palmeria dolei",NA,NA,351,0,1,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3742","Maui",13,9834,"Hawaiian","Paroreomyza montana",NA,NA,356,0,1,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3743","Maui",13,9834,"Hawaiian","Porzana keplerorum",NA,NA,376,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3744","Maui",13,9834,"Hawaiian","Porzana severnsi",NA,NA,382,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3745","Maui",13,9834,"Hawaiian","Porzana sp.",NA,NA,391,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3746","Maui",13,9834,"Hawaiian","Pseudonestor xanthophrys",NA,NA,399,0,1,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3747","Maui",13,9834,"Hawaiian","Psittirostra psittacea",NA,NA,400,0,0,1,0,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3748","Maui",13,9834,"Hawaiian","Psittirostra sp.",NA,NA,401,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3749","Maui",13,9834,"Hawaiian","Ptaiochen pau",NA,NA,402,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3750","Maui",13,9834,"Hawaiian","Rhodacanthis aff flaviceps",NA,NA,430,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3751","Maui",13,9834,"Hawaiian","Rhodacanthis aff palmeri",NA,NA,433,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3752","Maui",13,9834,"Hawaiian","Rhodacanthis litotes",NA,NA,432,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3753","Maui",13,9834,"Hawaiian","Telespiza sp. aff. ypsilon",NA,NA,441,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3754","Maui",13,9834,"Hawaiian","Telespiza ypsilon",NA,NA,441,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3755","Maui",13,9834,"Hawaiian","Thambetochen chauliodous",NA,NA,442,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3756","Maui",13,9834,"Hawaiian","Vangulifer mirandus",NA,NA,454,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3757","Maui",13,9834,"Hawaiian","Vangulifer neophasis",NA,NA,455,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3758","Maui",13,9834,"Hawaiian","Vestiaria coccinea",NA,NA,456,0,1,1,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3759","Maui",13,9834,"Hawaiian","Xestospiza fastigialis",NA,NA,467,0,0,0,1,"Boyer, A.G. 2008. Extinction patterns in the avifauna of the Hawaiian islands. Diversity and Distributions, 14: 509-517.",NA,NA,1
"3760","Mauritius",47,53663,"Mascarenes","Dryolimnas cuvieri",NA,NA,NA,0,1,1,0,"avibase",NA,NA,1
"3761","Mauritius",47,53663,"Mascarenes","Porphyrio porphyrio",NA,NA,371,0,1,1,0,"avibase",NA,NA,1
"3762","Mauritius",47,53663,"Mascarenes","Acridotheres tristis","Common myna",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3763","Mauritius",47,53663,"Mascarenes","Agapornis canus","Gray-headed lovebird",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3764","Mauritius",47,53663,"Mascarenes","Anas melleri","Meller's duck",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3765","Mauritius",47,53663,"Mascarenes","Columba livia","Rock Pigeon",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3766","Mauritius",47,53663,"Mascarenes","Coracopsis nigra","black parrot",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3767","Mauritius",47,53663,"Mascarenes","Corvus splendens","House crow",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3768","Mauritius",47,53663,"Mascarenes","Coturnix adansonii",NA,NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3769","Mauritius",47,53663,"Mascarenes","Coturnix coturnix","Common quail",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3770","Mauritius",47,53663,"Mascarenes","Estrilda astrild","Common waxbill",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3771","Mauritius",47,53663,"Mascarenes","Foudia madagascariensis","Red fody",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3772","Mauritius",47,53663,"Mascarenes","Francolinus pintadeanus","Chinese francolin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3773","Mauritius",47,53663,"Mascarenes","Francolinus pondicerianus","Gray Francolin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3774","Mauritius",47,53663,"Mascarenes","Geopelia striata","Zebra dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3775","Mauritius",47,53663,"Mascarenes","Lonchura oryzivora","Java Sparrow",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3776","Mauritius",47,53663,"Mascarenes","Lonchura punctulata","Nutmeg Mannikin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3777","Mauritius",47,53663,"Mascarenes","Margaroperdix madagascarensis","Madagascar partridge",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3778","Mauritius",47,53663,"Mascarenes","Numida meleagris","Helmeted guineafowl",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3779","Mauritius",47,53663,"Mascarenes","Passer domesticus","House sparrow",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3780","Mauritius",47,53663,"Mascarenes","Perdicula asiatica",NA,NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3781","Mauritius",47,53663,"Mascarenes","Ploceus cucullatus","Village weaver",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3782","Mauritius",47,53663,"Mascarenes","Psittacula krameri","Rose-ringed parakeet",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3783","Mauritius",47,53663,"Mascarenes","Pycnonotus jocosus","Red-whiskerer bulbul",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3784","Mauritius",47,53663,"Mascarenes","Serinus mozambicus","Yellow-fronted canary",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3785","Mauritius",47,53663,"Mascarenes","Streptopelia chinensis","Spotted dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3786","Mauritius",47,53663,"Mascarenes","Streptopelia picturata","Madagascar turtle-dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3787","Mauritius",47,53663,"Mascarenes","Turnix nigricollis","Madagascar buttonquail",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"3788","Mauritius",47,53663,"Mascarenes","Aerodramus francicus",NA,NA,579,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3789","Mauritius",47,53663,"Mascarenes","Alectroenas nitidissima",NA,NA,580,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3790","Mauritius",47,53663,"Mascarenes","Alopochen mauritianus",NA,NA,583,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3791","Mauritius",47,53663,"Mascarenes","Anas theodori",NA,NA,584,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3792","Mauritius",47,53663,"Mascarenes","Aphanapteryx bonasia",NA,NA,585,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3793","Mauritius",47,53663,"Mascarenes","Butorides striatus",NA,NA,59,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3794","Mauritius",47,53663,"Mascarenes","Circus maillardi",NA,NA,588,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3795","Mauritius",47,53663,"Mascarenes","Coracina typica",NA,NA,590,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3796","Mauritius",47,53663,"Mascarenes","Dryolimnas sp. Mauritius",NA,NA,592,0,0,0,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3797","Mauritius",47,53663,"Mascarenes","Egretta dimorpha",NA,NA,593,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3798","Mauritius",47,53663,"Mascarenes","Falco punctatus",NA,NA,596,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3799","Mauritius",47,53663,"Mascarenes","Foudia rubra",NA,NA,599,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3800","Mauritius",47,53663,"Mascarenes","Fregilupus varius",NA,NA,600,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3801","Mauritius",47,53663,"Mascarenes","Fulica newtoni",NA,NA,601,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3802","Mauritius",47,53663,"Mascarenes","Gallinula chloropus",NA,NA,194,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,"colonized later?",1
"3803","Mauritius",47,53663,"Mascarenes","Hypsipetes olivaceus",NA,NA,604,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3804","Mauritius",47,53663,"Mascarenes","Lophopsittacus mauritianus",NA,NA,606,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3805","Mauritius",47,53663,"Mascarenes","Mascarenotus sauzieri",NA,NA,609,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"3806","Mauritius",47,53663,"Mascarenes","Nesoenas mayeri",NA,NA,614,0,1,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
