AB_Species_ID,Sibley2_0ID,Species_Name,Common.name,Order,Family,Name_Plotting,Pacific,log10Mass,endemism,flightless,ground_nest,primary_diet,secondary_diet,Diet_vert,Diet_invert,Diet_fruit,Diet_nectar,Diet_seed,Diet_scav,Diet_plant,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,NumHabitats,LogFMR,LogPPR,IUCN_status,globally_extinct,global_histVic,global_preVic,Taxon.notes,Nest.notes,guild_ref
493,NA,Gallirallus modestus,NA,NA,NA,Gallirallus modestus,y,1.77815125,NA,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2.25,3.22,NA,1,NA,NA,Genus Cabalus?,NA,"worthy & holdaway, 2002"
494,NA,Callaeas cinereus,south island kokako,PASSERIFORMES,Callaeidae,Callaeas cinereus,y,2.361727836,2,0,0,f,,0,2,6,0,0,0,2,0,0,0,3.33,3.33,3.33,0,0,1,2.52,3.03,EX,1,1,0,,,"worthy & holdaway, 2002"
495,NA,Callaeas wilsoni,north island kokako,Passeriformes,Callaeidae,NA,NA,NA,2,0,0,f,i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,0,0,0,aka. cinereus,,NA
496,NA,Capellirallus karamu,snipe-rail,GRUIFORMES,Rallidae,Capellirallus karamu,y,2.380211242,3,1,1,I,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2.68,3.65,EX,1,NA,1,,,"worthy & holdaway, 2002"
497,5230,Casmerodius albus,"Great Egret, Great White Egret, Great White Heron",Ciconiiformes,Ardeidae,Casmerodius albus,y,2.94018382,0,0,0,c,piscivore,6,4,0,0,0,0,0,0,5,5,0,0,0,0,0,2,3.08,4.88,LC,0,0,0,,,walter's
498,NA,Chenonetta finschi,Finschâs duck,Anseriformes,Anatidae,Chenonetta finschi,y,3.176091259,1,1,1,h,,0,3,0,0,0,0,7,0,0,10,0,0,0,0,0,1,2.88,3.53,EX,1,NA,1,aka. Euryanas; almost completely flightless,,boyer 2009
499,NA,Circus eylesi,Eyles' Harrier,Falconiformes,Accipitridae,Circus eylesi,y,3.477121255,1,0,0,c,,10,0,0,0,0,0,0,0,0,2,3,3,2,0,0,1,3.46,5.3,,0,0,0,,,boyer 2009
500,NA,Circus teauteensis,forbes' harrier,Falconiformes,Accipitridae,Circus teauteensis,y,3.511883361,1,0,NA,c,,10,0,0,0,0,0,0,0,0,2,3,3,2,0,0,1,3.48,5.33,EX,1,NA,1,,,"worthy & holdaway, 2002"
501,NA,Cnemiornis calcitrans,south island goose,Anseriformes,Anatidae,Cnemiornis calcitrans,y,4.255272505,2,1,1,h,,0,2,0,0,0,0,8,0,0,10,0,0,0,0,0,1,3.65,4.22,EX,1,NA,1,,,"worthy & holdaway, 2002"
502,NA,Cnemiornis gracilis,north island goose,Anseriformes,Anatidae,Cnemiornis gracilis,y,4.176091259,2,1,1,h,,0,2,0,0,0,0,8,0,0,10,0,0,0,0,0,1,3.59,4.16,EX,1,NA,1,,,"worthy & holdaway, 2002"
503,NA,Coenocorypha barrierensis,north island snipe,CHARADRIIFORMES,Scolopacidae,Coenocorypha barrierensis,y,1.954242509,2,0,NA,I,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,1,1,2.38,3.35,EX,1,1,0,,,"worthy & holdaway, 2002"
504,NA,Coenocorypha chatamica,Forbes' snipe,CHARADRIIFORMES,Scolopacidae,Coenocorypha chatamica,y,2.021189299,2,0,NA,I,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,1,1,2.42,3.39,EX,1,NA,1,possibly flightless,,"worthy & holdaway, 2002"
505,NA,Coenocorypha iredalei,south island snipe,CHARADRIIFORMES,Scolopacidae,Coenocorypha iredalei,y,2.021189299,2,0,NA,I,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,1,1,2.42,3.39,EX,1,1,0,,,"worthy & holdaway, 2002"
506,4067,Coenocorypha pusilla,"Chatham Snipe, Chatham Island Snipe, Chatham Islands Snipe",Charadriiformes,Scolopacidae,Coenocorypha pusilla,y,1.905849823,2,0,1,i,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2.34,3.31,VU,0,0,0,20 cm long; possibly flightless,,walter's
507,NA,Corvus antipodum,new zealand raven,Passeriformes,Corvidae,Corvus antipodum,y,2.977723605,1,0,NA,o,,2,1,2,0,0,5,0,0,0,7,3,0,0,0,0,1,3.2,4.9,EX,1,NA,1,,,"worthy & holdaway, 2002"
508,NA,Corvus moriorum,chatham island raven,Passeriformes,Corvidae,Corvus moriorum,y,2.977723605,2,0,NA,o,,2,1,2,0,0,5,0,0,0,7,3,0,0,0,0,1,3.2,4.9,EX,1,NA,1,,,"worthy & holdaway, 2002"
509,NA,Coturnix novaezelandiae,new zealand quail,Galliformes,Phasianidae,Coturnix novaezelandiae,y,2.301029996,1,0,NA,,,0,3,0,0,7,0,0,0,0,10,0,0,0,0,0,1,2.43,3.01,EX,1,1,0,,,same as congener
510,2077,Cyanoramphus auriceps,"Yellow-crowned Parakeet, Yellow-fronted Kakariki",Psittaciformes,Psittacidae,Cyanoramphus auriceps,y,1.659432185,1,0,0,f,i,0,0,0,0,7,0,3,0,0,5,3,2,0,0,0,1,1.98,2.19,NT,0,0,0,,,walter's
511,NA,Cyanoramphus cookii,Norfolk island green parrot,Psittaciformes,Psittacidae,NA,NA,NA,2,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,0,,,NA
512,NA,Cyanoramphus forbesi,Forbes' parakeet,Psittaciformes,Psittacidae,NA,NA,NA,2,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,0,extinct in wild,,NA
513,19013,Cyanoramphus malherbi,"Malherbe's Parakeet, Orange-fronted Parakeet",Psittaciformes,Psittacidae,Cyanoramphus malherbi,y,1.669316881,1,0,0,f,i,0,3,2,0,2,0,3,0,0,5,5,0,0,0,0,1,1.81,2.45,CR,0,0,0,,,walter's
514,NA,Dendroscansor decurvirostris,Long-billed wren,Passeriformes,Acanthisittidae,Dendroscansor decurvirostris,y,1.477121255,2,1,NA,I,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2.04,3.01,EX,1,NA,1,,,"worthy & holdaway, 2002"
515,NA,Diaphorapteryx hawkinsi,giant chatham island rail (hawkins' rail),Gruiformes,Rallidae,Diaphorapteryx hawkinsi,y,3.301029996,3,1,1,o,,3,3,1,0,1,1,1,0,0,10,0,0,0,0,0,1,3.43,4.92,EX,1,NA,1,,,"worthy & holdaway, 2002"
516,NA,Dinornis novaezealandiae,north island giant moa,Dinornithiformes,Dinornithidae,Dinornis novaezealandiae,y,5.201397124,2,1,1,h,browse,0,0,0,0,0,0,10,0,0,5,5,0,0,0,0,1,4.32,4.68,EX,1,NA,1,,,"worthy & holdaway, 2002"
517,NA,Dinornis robustus,South island giant moa,Dinornithiformes,Dinornithidae,Dinornis robustus,y,5.201397124,2,1,1,h,browse,0,0,0,0,0,0,10,0,0,5,5,0,0,0,0,1,4.32,4.68,EX,1,NA,1,,,"worthy & holdaway, 2002"
518,NA,Emeus crassus,eastern moa,Dinornithiformes,Emeidae,Emeus crassus,y,4.763427994,2,1,1,f,"frug, leaves",0,0,7,0,0,0,3,0,0,10,0,0,0,0,0,1,4.23,4.48,EX,1,NA,1,,,boyer 2009
519,1788,Eudynamys taitensis,"Long-tailed Koel, Long-tailed Cuckoo",Cuculiformes,Cuculidae,Eudynamys taitensis,y,2.068185862,0,0,0,,,3,7,0,0,0,0,0,0,0,2,2,4,2,0,0,1,2.46,3.89,LC,0,0,0,,,walter's
520,NA,Euryapteryx curtus,stout-legged moa,Dinornithiformes,Emeidae,Euryapteryx curtus,y,4.892094603,2,1,1,f,"frug, leaves",0,0,7,0,0,0,3,0,0,10,0,0,0,0,0,1,4.32,4.57,EX,1,NA,1,,,boyer 2009
521,NA,Falco novaeseelandiae,New Zealand Falcon,Falconiformes,Falconidae,Falco novaeseelandiae,y,2.602059991,1,0,0,c,,7,3,0,0,0,0,0,0,0,2,2,4,1,1,0,1,2.84,4.55,NT,0,0,0,,,boyer 2009
522,NA,Fulica chathamensis,chatham island coot,Gruiformes,Rallidae,Fulica chathamensis,y,3.255272505,2,0,1,h,,0,3,0,0,0,0,7,2,6,2,0,0,0,0,0,2,2.94,3.58,EX,1,NA,1,,,same as congener
523,NA,Fulica prisca,new zealand coot,Gruiformes,Rallidae,Fulica prisca,y,3.278753601,1,0,1,h,,0,3,0,0,0,0,7,2,6,2,0,0,0,0,0,2,2.96,3.6,EX,1,NA,1,,,same as congener
524,NA,Gallicolumba norfolciensis,Norfolk Island Ground-Dove,Columbiformes,Columbidae,Gallicolumba norfolciensis,y,2.301029996,2,0,NA,f,,0,1,3,0,6,0,0,0,0,9,1,0,0,0,0,1,2.43,2.78,EX,1,1,0,,,boyer 2009
525,NA,Gallinula hodgenorum,Hodgen's Rail,Gruiformes,Rallidae,Gallinula hodgenorum,y,2.447158031,1,1,1,o,,1,2,1,0,2,1,3,0,2,7,1,0,0,0,0,2,2.82,4.05,EX,1,NA,1,,,same as congener
526,3825,Gallirallus australis,weka,Gruiformes,Rallidae,Gallirallus australis,y,2.942369515,1,1,1,c,i,2,3,3,0,1,0,1,0,2,6,2,0,0,0,0,1,3.17,4.42,VU,0,0,0,,,walter's
527,NA,Gallirallus dieffenbachii,dieffenbach's rail,Gruiformes,Rallidae,Gallirallus dieffenbachii,y,2.531478917,2,1,1,o,,2,3,2,0,1,1,1,0,0,10,0,0,0,0,0,1,2.88,4.27,EX,1,1,0,,,"worthy & holdaway, 2002"
528,NA,Gallirallus sp. Norfolk,Norfolk Island Rail,Gruiformes,Rallidae,NA,NA,NA,2,1,1,o,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,NA,1,,,NA
529,7597,Gerygone albofrontata,"Chatham Gerygone, Chatham Islands Gerygone, Chatham Islands Warbler, Chatham Island Warbler",Passeriformes,Acanthizidae,Gerygone albofrontata,y,1.011523292,2,0,NA,,,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1.7,2.67,LC,0,0,0,,,walter's
530,7596,Gerygone igata,"Grey Gerygone, Grey Warbler",Passeriformes,Acanthizidae,Gerygone igata,y,0.806179974,1,0,NA,,,0,8,1,0,1,0,0,0,0,0,4,4,2,0,0,1,1.56,2.53,LC,0,0,0,,,walter's
531,7595,Gerygone modesta,"Norfolk Island Gerygone, Norfolk Gerygone",Passeriformes,Acanthizidae,Gerygone modesta,y,0.875061263,2,0,0,,,0,10,0,0,0,0,0,0,0,0,5,0,5,0,0,1,1.61,2.58,VU,0,0,0,,,walter's
532,NA,Harpagornis moorei,Haast's Eagle,Falconiformes,Accipitridae,Harpagornis moorei,y,4.122215878,3,0,NA,c,,10,0,0,0,0,0,0,0,0,6,2,2,0,0,0,1,3.92,5.76,EX,1,NA,1,,,"worthy & holdaway, 2002"
533,NA,Hemiphaga novaseelandiae,New Zealand Pigeon,Columbiformes,Columbidae,Hemiphaga novaseelandiae,y,2.77815125,1,0,0,f,,0,0,7,0,0,0,3,0,0,0,3.33,3.33,3.33,0,0,1,2.81,3.07,NT,0,0,0,,,"worthy & holdaway, 2002"
534,NA,Hemiphaga spadicea,Norfolk island pigeon,Columbiformes,Columbidae,Hemiphaga spadicea,y,2.812913357,2,0,NA,f,,0,0,7,0,0,0,3,0,0,0,3.33,3.33,3.33,0,0,1,2.84,3.09,EX,1,1,0,,,"worthy & holdaway, 2002"
535,NA,Heteralocha acutirostris,huia,Passeriformes,Callaeidae,Heteralocha acutirostris,y,2.477121255,3,0,NA,,,0,8,2,0,0,0,0,0,0,7,2,1,0,0,0,1,2.75,3.64,EX,1,1,0,,,"Worthy & Holdaway, 2002"
536,645,Hymenolaimus malacorhynchos,Blue duck,Anseriformes,Anatidae,Hymenolaimus malacorhynchos,y,2.919076832,1,0,1,i,i,0,8,0,0,0,0,2,0,10,0,0,0,0,0,0,2,3.06,4.03,EN,0,0,0,,,walter's
537,NA,Ixobrychus novaezelandiae,New zealand bittern,Ciconiiformes,Ardeidae,Ixobrychus novaezelandiae,y,2.397940009,1,0,NA,c,,7,3,0,0,0,0,0,0,5,5,0,0,0,0,0,2,2.69,4.41,EX,1,1,0,piscivorous,,boyer 2009
538,NA,Malacorhyncus scarletti,scarlett's duck,Anseriformes,Anatidae,Malacorhyncus scarletti,y,2.903089987,1,0,1,aqu,,0,7,0,0,0,0,3,2,6,2,0,0,0,0,0,2,3.05,3.91,EX,1,NA,1,,,wikipedia
539,NA,Megalapteryx didinus,upland moa,Dinornithiformes,Emeidae,Megalapteryx didinus,y,4.544068044,2,1,1,h,browse,0,0,0,0,0,0,10,0,0,5,5,0,0,0,0,1,3.86,4.21,EX,1,NA,1,,,"worthy & holdaway, 2002"
540,NA,Mergus australis,southern merganser,Anseriformes,Anatidae,Mergus australis,y,2.954242509,1,0,1,c,fish,7,3,0,0,0,0,0,5,5,0,0,0,0,0,0,2,3.09,4.8,EX,1,1,0,piscivorous,,boyer 2009
541,7873,Mohoua albicilla,Whitehead,Passeriformes,Acanthizidae,Mohoua albicilla,y,1.246450006,2,0,0,i,,0,8,1,0,1,0,0,0,0,2,3,5,0,0,0,1,1.87,2.72,LC,0,0,0,,,walter's
542,NA,Mohoua novaseelandiae,"Pipipi, Brown Creeper",Passeriformes,Acanthizidae,Mohoua novaeseelandiae,y,1.113943352,1,0,0,i,NA,0,7,3,0,0,0,0,0,0,1,4,5,0,0,0,1,1.78,2.62,LC,0,NA,NA,NA,NA,same as congener
543,7874,Mohoua ochrocephala,Yellowhead,Passeriformes,Acanthizidae,Mohoua ochrocephala,y,1.442397682,1,0,0,i,i,0,6,2,2,0,0,0,0,0,0,5,5,0,0,0,1,2.01,2.86,EN,0,0,0,,,walter's
544,2004,Nestor meridionalis,"Kaka, New Zealand Kaka",Psittaciformes,Psittacidae,Nestor meridionalis,y,2.631462735,1,0,0,f,i,0,1,4,1,1,0,3,0,0,2,2,4,2,0,0,1,2.95,3.45,EN,0,0,0,extinct in chathams,,walter's
545,2002,Nestor notabilis,Kea,Psittaciformes,Psittacidae,Nestor notabilis,y,2.935997675,2,0,1,f,o,0,0,3,0,0,1,6,0,0,2,4,3,1,0,0,1,3.17,4.36,VU,0,0,0,,,walter's
546,NA,Nestor productus,Norfolk Island Kaka,Psittaciformes,Psittacidae,Nestor productus,y,2.602059991,2,0,NA,f,,1,0,3,2,0,1,3,0,0,2,3,3,2,0,0,1,2.93,4.12,EX,1,1,0,,,same as congener
548,7403,Notiomystis cincta,Stitchbird,Passeriformes,Meliphagidae,Notiomystis cincta,y,1.97021441,2,0,0,n,f,0,3,3,4,0,0,0,0,0,0,6,2,2,0,0,1,2.48,2.96,VU,0,0,0,,,walter's
549,NA,Oxyura vantetsi,new zealand stiff-tailed duck,Anseriformes,Anatidae,Oxyura vantetsi,y,2.903089987,1,0,1,aqu,,0,2,0,0,1,0,7,6,3,1,0,0,0,0,0,1,2.69,3.24,EX,1,NA,1,,,same as congener
550,NA,Pachyanas chathamica,chatham island duck,Anseriformes,Anatidae,Pachyanas chathamica,y,3.176091259,3,0,1,aqu,,0,2,0,0,1,0,7,3,4,3,0,0,0,0,0,2,2.88,3.44,EX,1,NA,1,may have been flightless,,boyer 2009
551,NA,Pachycephala xanthoprocta,Norfolk Island Whistler,Passeriformes,Pachycephalidae,NA,NA,NA,NA,0,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,,,NA
552,NA,Pachyornis australis,crested moa,Dinornithiformes,Emeidae,Pachyornis australis,y,4.826074803,2,1,1,h,browse,0,0,0,0,0,0,10,0,0,8,2,0,0,0,0,1,4.06,4.41,EX,1,NA,1,,,"worthy & holdaway, 2002"
553,NA,Pachyornis elephantopus,heavy footed moa,Dinornithiformes,Emeidae,Pachyornis elephantopus,y,4.939519253,2,1,1,h,browse,0,0,0,0,0,0,10,0,0,8,2,0,0,0,0,1,4.14,4.49,EX,1,NA,1,,,"worthy & holdaway, 2002"
554,NA,Pachyornis geranoides,mantell's moa,Dinornithiformes,Emeidae,Pachyornis geranoides,y,4.431363764,2,1,1,h,browse,0,0,0,0,0,0,10,0,0,8,2,0,0,0,0,1,3.78,4.13,EX,1,NA,1,,,"worthy & holdaway, 2002"
555,NA,Pachyplichas yaldwyni,Yaldwyn's wren (stout-legged wren),Passeriformes,Acanthisittidae,Pachyplichas yaldwyni,y,1.698970004,1,1,NA,I,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2.19,3.16,EX,1,NA,1,,,"worthy & holdaway, 2002"
556,7641,Petroica australis,New Zealand Robin,Passeriformes,Petroicidae,Petroica australis,y,1.496044417,2,0,0,i,,0,8,2,0,0,0,0,0,0,0,9,1,0,0,0,1,2.05,3.02,LC,0,0,0,,,walter's
557,NA,Petroica macrocephala,new zealand tomtit,Passeriformes,Petroicidae,Petroica macrocephala,y,1.041392685,1,0,NA,,,0,10,0,0,0,0,0,0,0,2,7,1,0,0,0,1,1.73,2.7,EX,1,1,0,,,same as congener
558,NA,Petroica toitoi,White-breasted tomtit,Passeriformes,Petroicidae,Petroica toitoi,y,1.041392685,2,0,0,i,,0,10,0,0,0,0,0,0,0,2,7,1,0,0,0,1,1.73,2.7,,0,0,0,,,same as congener
559,7642,Petroica traversi,"Black Robin, Chatham Island Black Robin, Chatham Islands Robin, Chatham Robin",Passeriformes,Petroicidae,Petroica traversi,y,1.371067862,2,0,0,i,,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1.96,2.93,EN,0,0,0,,,walter's
560,8736,Philesturnus carunculatus,Saddleback,Passeriformes,Callaeidae,Philesturnus carunculatus,y,1.873489815,2,0,0,,,0,4,5,1,0,0,0,0,0,4,2,2,2,0,0,1,2.41,3.08,NT,0,0,0,,,walter's
561,NA,Philesturnus rufusater,North island saddleback,Passeriformes,Callaeidae,Philesturnus rufusater,y,1.875061263,2,0,0,,,0,4,2,3,0,0,1,0,0,4,2,2,2,0,0,1,2.41,3.08,NT,0,0,0,,,same as congener
562,NA,Porphyrio hochstetteri,Takahe,Gruiformes,Rallidae,Porphyrio hochstetteri,y,3.397940009,2,1,1,h,,1,1,0,0,0,0,8,0,0,10,0,0,0,0,0,1,3.04,4.03,EN,0,0,0,,,"worthy & holdaway, 2002"
563,NA,Porphyrio mantelli,north island takahe (moho),Gruiformes,Rallidae,Porphyrio mantelli,y,3.612783857,2,1,1,h,,1,1,0,0,0,0,8,0,0,10,0,0,0,0,0,1,3.19,4.18,EX,1,NA,1,,,"worthy & holdaway, 2002"
564,NA,Porphyrio sp. Norfolk,Swamphen,Gruiformes,Rallidae,Porphyrio sp. Norfolk,y,2.954242509,NA,1,1,,,1,1,0,0,2,1,5,0,2,8,0,0,0,0,0,2,3.18,4.39,EX,1,1,0,,,boyer 2009
565,3885,Porzana pusilla,Baillon's Crake,Gruiformes,Rallidae,Porzana pusilla,y,1.549003262,0,0,1,o,,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.09,2.95,LC,0,0,0,,,walter's
566,NA,Prosthemadera novaseelandiae,Tui,Passeriformes,Meliphagidae,Prosthemadera novaseelandiae,y,2.096910013,1,0,0,n,f,0,4,0,6,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.57,3.22,LC,0,0,0,,,"worthy & holdaway, 2002"
567,NA,Sceloglaux albifacies,laughing owl,Strigiformes,Strigidae,NA,NA,NA,1,0,NA,c,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,0,,,NA
568,2092,Strigops habroptilus,"Kakapo, Owl Parrot",Psittaciformes,Psittacidae,Strigops habroptilus,y,3.238560627,1,1,1,h,f,0,0,3,0,2,0,5,0,0,10,0,0,0,0,0,1,2.93,3.28,CR,0,0,0,aka. S. habroptila,,walter's
569,NA,Tadorna sp. Chathams,Chatham island shelduck,Anseriformes,Anatidae,NA,NA,NA,2,0,1,h,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,?,?,,,NA
570,632,Tadorna variegata,Paradise shelduck,Anseriformes,Anatidae,Tadorna variegata,y,3.187790111,1,0,1,h,,0,5,0,0,0,0,5,0,2,8,0,0,0,0,0,2,2.89,3.53,LC,0,0,0,,,walter's
571,NA,Xenicus lyalli,stephens island wren (lyall's wren),Passeriformes,Acanthisittidae,Xenicus lyalli,y,1.342422681,1,1,NA,I,,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1.94,2.91,EX,1,1,0,Traversia,,same as congener
572,NA,Turnagra capensis,South island piopio,Passeriformes,Muscicapidae,Turnagra capensis,y,2.113943352,2,0,NA,o,,0,3,5,0,2,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.49,3.28,EX,1,1,0,,,boyer 2009
573,NA,Turnagra tanagra,North island piopio,Passeriformes,Muscicapidae,Turnagra tanagra,y,2.113943352,2,0,NA,o,,0,3,5,0,2,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.49,3.28,EX,1,1,0,,,boyer 2009
574,5662,Xenicus gilviventris,"South Island Wren, New Zealand Rockwren, Rock Wren, South Island Rock Wren",Passeriformes,Acanthisittidae,Xenicus gilviventris,y,1.245456579,1,1,1,i,f,0,8,1,0,1,0,0,0,0,5,5,0,0,0,0,1,1.87,2.84,VU,0,0,0,,,walter's
575,NA,Xenicus longipes,bush wren,Passeriformes,Acanthisittidae,Xenicus longipes,y,1.204119983,1,1,1,I,,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1.84,2.81,EX,1,1,0,,,same as congener
576,10643,Zosterops albogularis,"White-chested White-eye, White-breasted Silvereye",Passeriformes,Zosteropidae,Zosterops albogularis,y,1.204119983,2,0,0,,,0,5,5,0,0,0,0,0,0,1,5,2,2,0,0,1,1.94,2.6,CR,0,0,0,,,walter's
577,10642,Zosterops tenuirostris,Slender-billed White-eye,Passeriformes,Zosteropidae,Zosterops tenuirostris,y,1.235528447,2,0,0,i,f,0,4,3,3,0,0,0,0,0,2,5,1.5,1.5,0,0,1,1.96,2.62,EN,0,0,0,,,walter's
578,10829,Acrocephalus rodericanus,"Rodrigues Warbler, Rodriguez Brush-warbler",Passeriformes,Sylviidae,Acrocephalus rodericanus,n,1.071882007,2,0,0,i,,0,10,0,0,0,0,0,0,0,0,0,2,8,0,0,1,1.75,2.72,EN,0,0,NA,,,walter's
579,2352,Aerodramus francicus,mascarene swiftlet,Apodiformes,Apodidae,Aerodramus francicus,n,0.949390007,1,0,0,i,,0,10,0,0,0,0,0,0,0,0,1,0,0,9,0,1,1.66,2.63,NT,0,0,NA,aka. Collocalia francica,,walter's
580,NA,Alectroenas nitidissima,pigeon hollandais,Columbiformes,Columbidae,NA,NA,NA,2,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
581,NA,Alectroenas sp. Reunion,slaty pigeon?,Columbiformes,Columbidae,NA,NA,NA,2,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
582,NA,Alopochen kervazoi,reunion sheldgoose,Anseriformes,Anatidae,NA,NA,NA,2,NA,NA,h,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
583,NA,Alopochen mauritianus,mauritius sheldgoose,Anseriformes,Anatidae,NA,NA,NA,2,NA,NA,h,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
584,NA,Anas theodori,mascarene teal,Anseriformes,Anatidae,Anas theodori,n,2.698970004,1,0,1,h,i,0,3,0,0,0,0,7,1,9,0,0,0,0,0,0,2,2.54,3.19,EX,1,1,NA,aquatic,,same as congener
585,NA,Aphanapteryx bonasia,red hen,Gruiformes,Rallidae,NA,NA,NA,3,1,1,o,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
586,NA,Aythya sp. Reunion,pochard sp.,Anseriformes,Anatidae,Aythya sp. Reunion,n,2.919601024,0,0,1,i,h,0,3,0,0,0,0,7,5,5,0,0,0,0,0,0,2,2.7,3.34,CR,0,0,NA,possibly A. innotata; aquatic,,same as congener
588,4691,Circus maillardi,"Reunion Harrier, Malagasy Marsh Harrier, RÃ©union Harrier",Falconiformes,Accipitridae,Circus maillardi,n,2.821908266,1,0,0,c,,9,1,0,0,0,0,0,0,0,6,4,0,0,0,0,1,2.99,4.8,EN,0,0,NA,,,walter's
589,8323,Coracina newtoni,"Reunion Cuckooshrike, RÃ©union Cuckooshrike, RÃ©union Cuckoo-shrike",Passeriformes,Campephagidae,Coracina newtoni,n,1.83231372,2,0,0,i,f,0,8,2,0,0,0,0,0,0,0,0,6,4,0,0,1,2.29,3.13,CR,0,0,NA,,,walter's
590,8322,Coracina typica,"Mauritius Cuckooshrike, Mauritius Cuckoo-shrike",Passeriformes,Campephagidae,Coracina typica,n,1.632457292,2,NA,NA,i,c,2,8,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.15,3.58,VU,0,0,NA,,,walter's
591,NA,Dryolimnas augusti,dubois's wood-rail,Gruiformes,Rallidae,NA,NA,NA,2,1,1,o,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
592,NA,Dryolimnas sp. Mauritius,sauzier's wood-rail,Gruiformes,Rallidae,NA,NA,NA,2,1,1,o,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,not yet described fossil,,NA
593,NA,Egretta dimorpha,dimorphic egret,Ciconiiformes,Ardeidae,Egretta dimorpha,n,2.602059991,0,0,0,c,fish,9,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2.84,4.64,LC,0,0,NA,,,same as congener
594,NA,Erythromachus leguati,leguat's rail,Gruiformes,Rallidae,NA,NA,NA,3,1,1,o,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,aka. Aphanapteryx leguati,,NA
595,NA,Falco duboisi,dubois's kestrel,Falconiformes,Falconidae,Falco duboisi,n,2.269512944,2,0,0,c,,3,7,0,0,0,0,0,0,0,2,2,4,1,1,0,1,2.6,4.04,EX,1,1,NA,,,same as f. severus
596,4946,Falco punctatus,mauritius kestrel,Falconiformes,Falconidae,Falco punctatus,n,2.223796054,2,0,0,c,,9,1,0,0,0,0,0,0,0,2,2,4,1,1,0,1,2.57,4.28,VU,0,0,NA,,,walter's
597,NA,Foudia delloni,Reunion Fody,Passeriformes,Ploceidae,Foudia delloni,n,1.230448921,2,0,0,i,f,0,5,3,1,1,0,0,0,0,0,3,7,0,0,0,1,1.96,2.69,EX,1,1,NA,,,based on congeners
598,12027,Foudia flavicans,"Rodrigues Fody, Yellow Fody",Passeriformes,Ploceidae,Foudia flavicans,n,1.18582942,2,0,0,i,f,0,7,1,1,1,0,0,0,0,3,3,4,0,0,0,1,1.83,2.62,VU,0,0,NA,,,walter's
