Species_Name,Family,Common_name,Taxonomy.notes,Body mass (g),Diet_invert,Diet_vert,Diet_scav,Diet_fruit,Diet_nectar,Diet_seed,Diet_plant,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_watbelowsurface,Height_wataroundsurface,Height_aerial,Nocturnal_cat,guild_ref,mass reference
Vireo altiloquus,Vireonidae,,,20.8,6,0,0,2,0,2,0,0,3,4,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Ammodramus savannarum,Emberizidae,,,20.9,5,0,0,0,0,5,0,5,5,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Spindalis zena,Thraupidae,,aka family: Emberizidae,21.25,0,0,0,8,0,0,2,0,3,4,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Myiarchus stolidus,Tyrannidae,,,22.8,8,0,0,2,0,0,0,0,5,5,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Elaenia martinica,Tyrannidae,CARIBBEAN ELAENIA,,23,5,0,0,5,0,0,0,0,0,10,0,0,0,0,0,jetz,Dunning
Galbula ruficauda,Galbulidae,,,23,10,0,0,0,0,0,0,0,5,4,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Myiarchus antillarum,Tyrannidae,PUERTO RICAN FLYCATCHER,,23.65,8,0,0,1,0,1,0,0,10,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Zonotrichia capensis,Emberizidae,,,23.9,3,0,0,3,0,4,0,8,2,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Chaetura pelagica,Apodidae,CHIMNEY SWIFT,,24,10,0,0,0,0,0,0,0,0,1,3,0,0,6,0,jetz,Dunning
Forpus passerinus,Psittacidae,GREEN-RUMPED PARROTLET,,24,0,0,0,3,0,4,3,4,6,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Columbina passerina,Columbidae,,,24.5,1,0,1,4,0,4,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Torreornis inexpectata,Emberizidae,,,24.5,4,1,0,2,0,3,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Padda oryzivora,,,,24.8,1,0,0,0,0,9,0,10,0,0,0,0,0,0,0,,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Elaenia flavogaster,Tyrannidae,YELLOW-BELLIED ELAENIA,,25,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Porzana flaviventer,Rallidae,,,25,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Loxigilla violacea,Emberizidae,,,25.2,2,0,0,3,0,3,2,5,5,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Myadestes genibarbis,Turdidae,,aka family: Muscicapidae,27,5,0,0,5,0,0,0,1,7,1,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Thamnophilus doliatus,Formicariidae,,,27,8,0,0,1,0,1,0,3,3,3,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Myadestes elisabeth,Turdidae,,aka family: Muscicapidae,27.25,5,0,0,5,0,0,0,0,1,1,8,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Passer domesticus,Passeridae,HOUSE SPARROW,,27.4,1,0,0,0,0,6,3,5,5,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Phaenicophilus palmarum,Emberizidae,,,28,5,0,0,3,1,1,0,2,3,3,2,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Spindalis dominicensis,Thraupidae,,aka family: Emberizidae,29.1,2,0,0,4,0,2,2,0,3,4,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nesoctites micromegas,Picidae,,,29.5,7,0,0,3,0,0,0,0,10,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Myiarchus tyrannulus,Tyrannidae,,,29.8,6,1,0,3,0,0,0,2,8,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Myiarchus venezuelensis,Tyrannidae,,,30,5,0,0,5,0,0,0,0,0,10,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Phaenicophilus poliocephalus,Emberizidae,,,31,8,0,0,1,0,1,0,2,3,3,2,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Spindalis nigricephalus,,Jamaican Spindalis,Spindalis nigricephala,31.1,0,0,0,6,0,0,4,0,3,6,1,0,0,0,0,Jetz,
Spindalis portoricensis,Fringillidae,,,31.8,0,0,0,6,0,0,4,0,3,4,3,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Aratinga chloroptera,Psittacidae,HISPANIOLAN PARAKEET,,32,0,0,0,6,0,4,0,0,5,5,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Calyptophilus frugivorus,Emberizidae,,,32.45,8,0,0,1,0,1,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Loxia leucoptera,Fringillidae,,,32.5,2,0,0,1,0,6,1,1,3,5,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Tachyphonus rufus,Thraupidae,,,34.1,4,0,0,3,0,3,0,3,4,3,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nesospingus speculiferus,Emberizidae,,,34.35,3,3,0,3,0,1,0,0,2,3,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Pachyramphus niger,Cotingidae,,Platypsaris niger,35,5,0,0,5,0,0,0,1,4,4,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",genus av of 2
Progne dominicensis,Hirundinidae,,,35,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Siphonorhis brewsteri,Caprimulgidae,LEAST POORWILL,,35,10,0,0,0,0,0,0,2,4,4,0,0,0,0,1,jetz,
Loxigilla portoricensis,Emberizidae,,,35.1,2,0,0,3,0,3,2,1,0,9,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Caprimulgus cayennensis,Caprimulgidae,,,35.25,10,0,0,0,0,0,0,10,0,0,0,0,0,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Caprimulgus noctitherus,Caprimulgidae,,,36,10,0,0,0,0,0,0,2,8,0,0,0,0,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Ploceus cucullatus,Ploceidae,,,36,3,0,0,3,0,4,0,2,2,3,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Siphonorhis americanus,,Jamaican Poorwill,Siphonorhis americana,36,10,0,0,0,0,0,0,2,4,4,0,0,0,0,1,Boyer,similar to other poorwills
Siphonorhis daiquiri,,Cuban poorwill,EXTINCT,36,10,0,0,0,0,0,0,2,4,4,0,0,0,0,1,Boyer,similar to other poorwills
Thraupis episcopus,Thraupidae,,,36,4,0,0,4,2,0,0,0,2,6,2,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Veniliornis kirkii,Picidae,,,36,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Agelaius humeralis,Emberizidae,,,36.4,2,2,0,2,2,2,0,3,3,2,2,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Icterus dominicensis,Fringillidae,BLACK-COWLED ORIOLE,,36.5,2,0,0,4,4,0,0,0,4,2,4,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Laterallus jamaicensis,Rallidae,,,36.5,6,0,0,0,0,4,0,5,0,0,0,0,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Tyrannus melancholicus,Tyrannidae,,,37.25,9,0,0,1,0,0,0,0,0,0,10,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Thraupis palmarum,Thraupidae,,,37.5,4,0,0,4,2,0,0,0,0,4,6,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Dendrocincla fuliginosa,Dendrocolaptidae,,,37.75,6,4,0,0,0,0,0,2,4,3,0,0,0,1,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Agelaius xanthomus,Emberizidae,,,38,6,0,0,2,2,0,0,2,2,3,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Icterus leucopteryx,Fringillidae,JAMAICAN ORIOLE,,38,5,0,0,3,2,0,0,0,1,8,1,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nesopsar nigerrimus,Emberizidae,,,39,7,2,0,1,0,0,0,0,0,10,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Chloroceryle americana,Alcedinidae,,,39.25,1,9,0,0,0,0,0,0,0,0,0,9,1,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Cypseloides niger,Apodidae,BLACK SWIFT,,40,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Progne cryptoleuca,Hirundinidae,,,40,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",*wikipedia*
Sclerurus albigularis,Furnariidae,,,40,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Myiarchus validus,Tyrannidae,,,40.4,5,0,0,5,0,0,0,0,5,5,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Tyrannus cubensis,Tyrannidae,,,41.3,5,1,0,4,0,0,0,0,0,2,8,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",genus av of 4
Myiodynastes maculatus,Tyrannidae,,,44,4,3,0,3,0,0,0,0,2,3,3,0,0,2,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Tyrannus caudifasciatus,Tyrannidae,,,44,6,2,0,2,0,0,0,0,2,2,6,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Tyrannus dominicensis,Tyrannidae,,,45.5,5,2,0,3,0,0,0,2,2,4,0,0,2,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Columbina talpacoti,Columbidae,,,45.63,1,0,0,0,0,9,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Mimus polyglottos,Mimidae,,,46,5,0,0,5,0,0,0,6,2,0,0,0,0,2,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Dulus dominicus,Dulidae,,,46.5,2,0,0,5,0,0,3,0,1,0,8,0,0,1,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Calyptophilus tertius,Emberizidae,,,47.75,8,0,0,2,0,0,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Agelaius assimilis,Emberizidae,,,48.1,3,2,1,2,0,2,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Chordeiles acutipennis,Caprimulgidae,,,48.5,10,0,0,0,0,0,0,1,0,0,0,0,0,9,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Sturnella militaris,Icteridae,,,49.55,5,0,0,1,0,4,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Cinclocerthia ruficauda,Sturnidae,BROWN TREMBLER,,50,7,0,0,1,0,1,1,2.5,2.5,2.5,2.5,0,0,0,0,jetz,Dunning
Pedinorhis stirpsarcana,,,EXTINCT,50,5,0,0,1,0,4,0,7,3,0,0,0,0,0,0,"Mckitrick M.C., 1981: Pedinorhis stirpsarcana new genus new species of emberizine finch from pleistocene cave deposits in puerto rico aves passeriformes. Journal Of Vertebrate Paleontology: 279-284","large finch, similar to Pipilo in size"
Molothtus bonariensis,Icteridae,,,50.3,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Melanerpes rubricapillus,Picidae,,,52.5,5,0,0,4,1,0,0,0,1,8,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Agelaius phoeniceus,Emberizidae,,,52.55,5,0,0,0,0,5,0,5,5,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Charadrius wilsonia,Charadriidae,WILSON'S PLOVER,,55,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,jetz,Dunning
Trogon collaris,Trogonidae,COLLARED TROGON,,55.5,6,0,0,4,0,0,0,0,3,7,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Priotelus rosegaster,,Hispaniolan Trogon,"Priotelus roseigaster, sister species P. termnurus",58,8,1,0,1,0,0,0,1,2,6,1,0,0,0,0,Jetz,Dunning
Priotelus temnurus,Trogonidae,CUBAN TROGON,,58,3,0,0,7,0,0,0,0,8,2,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Turdus jamaicensis,Muscicapidae,,,58,5,0,0,5,0,0,0,2,3,3,2,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Melanerpes portoricensis,Picidae,,,58.5,6,1,0,2,0,1,0,0,0,6,4,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Turdus albicollis,Turdidae,,,58.5,5,0,0,4,0,1,0,5,0,5,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Piculus rubiginosus,Picidae,,,59.5,9,0,0,1,0,0,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Brotogeris versicolurus,Psittacidae,CANARY-WINGED PARAKEET,,60,0,0,0,5,0,5,0,0,5,5,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Platycichla flavipes,Muscicapidae,YELLOW-LEGGED THRUSH,,60,2,0,0,8,0,0,0,1,3,3,3,0,0,0,0,jetz,Dunning
Pitangus sulphuratus,Tyrannidae,,,60.5,4,2,0,4,0,0,0,4,2,0,0,2,2,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Xiphorhynchus guttatus,Dendrocolaptidae,,,60.5,9,1,0,0,0,0,0,0,1,8,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Chordeiles gundlachii,Caprimulgidae,,f/ sister species C. minor,62,10,0,0,0,0,0,0,0,0,0,0,0,0,10,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Turdus nudigenis,Turdidae,,,62.5,5,0,0,5,0,0,0,3,0,4,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Coccyzus americanus,Cuculidae,,,63,5,3,0,2,0,0,0,0,0,3,7,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Coccyzus minor,Cuculidae,,,64,6,2,0,2,0,0,0,0,10,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Turdus plumbeus,Turdidae,,aka family: Muscicapidae,66,3,4,0,3,0,0,0,0,3,4,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Caprimulgus cubanensis,Caprimulgidae,GREATER ANTILLEAN NIGHTJAR,,67,10,0,0,0,0,0,0,0,0,10,0,0,0,0,1,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Picoides villosus,Picidae,,,68.5,6,0,0,2,0,2,0,0,0,10,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nesotrochis steganinos,Rallidae,small,EXTINCT,70,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,small rail
Mimus gundlachii,Mimidae,,,71,2.5,2.5,0,2.5,2.5,0,0,8,2,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Icterus icterus,Fringillidae,TROUPIAL,,71.88,5,1,0,4,0,0,0,2,5,3,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Glaucidium siju,Strigidae,,,72.5,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Xiphidiopicus percussus,Picidae,,,72.5,10,0,0,0,0,0,0,0,3,4,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Aratinga canicularis,Psittacidae,ORANGE-FRONTED PARAKEET,,74,0,0,0,5,0,5,0,0,5,5,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Quiscalus lugubris,Icteridae,,,74,2,2,2,2,0,2,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",
Turdus ravidus,,Grand Cayman Thrush,EXTINCT,75,5,0,0,5,0,0,0,8,2,0,0,0,0,0,0,Boyer,genus average
Aratinga nana,Psittacidae,OLIVE-THROATED PARAKEET,,78.5,0,0,0,6,0,0,4,0,3.33,3.33,3.33,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Melanerpes striatus,Picidae,,,78.75,4,0,0,3,0,3,0,0,1,8,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Quiscalus niger,Icteridae,,,79.78,3,2,0,1,0,4,0,8,2,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Gymnoglaux lawrencii,,,Margarobyas or Otus lawrencii,80,9,1,0,0,0,0,0,0,0,2,8,0,0,0,1,based on Otus flammeolus,Dunning
Saurothera vieilloti,Cuculidae,,,80,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Turdus aurantius,Turdidae,,aka family: Muscicapidae,82,3,3,0,3,0,1,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Sturnus vulgaris,Sturnidae,,,84.4,2,2,0,2,2,2,0,2,2,2,1,0,2,1,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Ixobrychus exilis,Ardeidae,,,86,1,9,0,0,0,0,0,2,0,0,0,0,8,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Mimus gilvus,Mimidae,,,88,5,0,0,5,0,0,0,9,0,0,0,0,0,1,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Aratinga pertinax,Psittacidae,BROWN-THROATED PARAKEET,,89,0,0,0,4,0,4,2,0,5,5,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Sturnella magna,Icteridae,,aka family: Emberizidae,89,6,1,1,1,0,1,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Aratinga euops,Psittacidae,CUBAN PARAKEET,Psittacara,90,0,0,0,10,0,0,0,0,3.33,3.33,3.33,0,0,0,0,jetz,arkive.org
Charadrius vociferus,Charadriidae,KILLDEER,,92,9,0,0,0,0,1,0,10,0,0,0,0,0,0,0,jetz,Dunning
Amaurolimnas concolor,Rallidae,,,95,3,3,0,2,0,2,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Saurothera vetula,Cuculidae,,,95,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Dives atroviolacea,Fringillidae,CUBAN BLACKBIRD,"Dives atroviolaceus, dives, warszewiczi",96,3,0,0,3,4,0,0,4,3,3,0,0,0,0,0,jetz,Dunning
Turdus swalesi,Muscicapidae,,,99,5,0,0,5,0,0,0,9,1,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Saurothera longirostris,Cuculidae,,,104,5,5,0,0,0,0,0,0,2,4,4,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Streptoprocne zonaris,Apodidae,WHITE-COLLARED SWIFT,,104,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
